source,category,overall_niche_grade,rank_within_category,total_ranked,ncessch,ceeb,name,abbrev,short_name,location,city,state_code,latitude,longitude,grade_level,num_students,student_teacher_ratio,character,genus,tagline_category,tagline_location,guid,url,district_name,district_abbrev,district_short_name,district_location,district_city,district_state_code,district_tagline_location,district_url,niche_review_count,niche_review_average
traditional,,3,,,481374000866,441230,Cherokee School,Cherokee School,Cherokee School,"Cherokee, TX",Cherokee,TX,30.981562,-98.708263,"PK, K-12",114,6,Public,Public School,,"Cherokee Independent School District, TX",f47fc00c-cb0a-4902-be4c-ef3b8783b1ea,cherokee-school-cherokee-tx,Cherokee Independent School District,Cherokee Independent School District,Cherokee Independent School District,"Cherokee, TX",Cherokee,TX,"Cherokee, TX",cherokee-independent-school-district-tx,5,3.4
traditional,,3,,,261893005567,232778,Huron High School,Huron High School,Huron High School,"New Boston, MI",New Boston,MI,42.151735,-83.350119,9-12,890,19,Public,Public School,,"Huron School District, MI",a89ba2df-fc29-4525-a39e-eae23cd2c5ea,huron-high-school-new-boston-mi,Huron School District,Huron School District,Huron School District,"New Boston, MI",New Boston,MI,"New Boston, MI",huron-school-district-mi,151,3.6026490066225167
traditional,,3,,,551401001825,502145,Somerset High School,Somerset High School,Somerset High School,"Somerset, WI",Somerset,WI,45.111868,-92.67521,9-12,459,15,Public,Public School,,"Somerset School District, WI",7919f1ce-9bf2-4020-aa2d-b9659e9bd0ac,somerset-high-school-somerset-wi,Somerset School District,Somerset School District,Somerset School District,"Somerset, WI",Somerset,WI,"Somerset, WI",somerset-school-district-wi,75,3.5733333333333333
traditional,,3,,,261299005001,231330,Edwardsburg High School,Edwardsburg High School,Edwardsburg High School,"Edwardsburg, MI",Edwardsburg,MI,41.790192,-86.088444,9-12,876,25,Public,Public School,,"Edwardsburg Public Schools, MI",3f137466-d92d-49ee-8cd1-c285493abda2,edwardsburg-high-school-edwardsburg-mi,Edwardsburg Public Schools,Edwardsburg Public Schools,Edwardsburg Public Schools,"Edwardsburg, MI",Edwardsburg,MI,"Edwardsburg, MI",edwardsburg-public-schools-mi,248,3.5483870967741935
traditional,,3,,,171926002213,142295,Hinckley-Big Rock High School,Hinckley-Big Rock High School,Hinckley-Big Rock High School,"Hinckley, IL",Hinckley,IL,41.76941,-88.631872,9-12,214,11,Public,Public School,,"Hinckley Big Rock Community Unit School District No. 429, IL",2cceb1fb-8099-4fce-8c81-13240581cf6c,hinckley-big-rock-high-school-hinckley-il,Hinckley Big Rock Community Unit School District No. 429,Hinckley Big Rock Community Unit School District No. 429,Hinckley Big Rock Community Unit School District No. 429,"Hinckley, IL",Hinckley,IL,"Hinckley, IL",hinckley-big-rock-community-unit-school-district-no-429-il,32,3.21875
traditional,,3,,,482268002302,443150,Hartley School,Hartley School,Hartley School,"Hartley, TX",Hartley,TX,35.880931,-102.399946,"PK, K-12",223,11,Public,Public School,,"Hartley Independent School District, TX",0e4f7b56-078a-4cf1-9d91-9998944e65c3,hartley-school-hartley-tx,Hartley Independent School District,Hartley Independent School District,Hartley Independent School District,"Hartley, TX",Hartley,TX,"Hartley, TX",hartley-independent-school-district-tx,17,3.823529411764706
traditional,,3,,,191434000857,162085,Hudson High School,Hudson High School,Hudson High School,"Hudson, IA",Hudson,IA,42.400107,-92.454048,7-12,324,13,Public,Public School,,"Hudson Community School District, IA",06ef981a-9355-4930-bd76-1f8e63b1b1d2,hudson-high-school-hudson-ia,Hudson Community School District,Hudson Community School District,Hudson Community School District,"Hudson, IA",Hudson,IA,"Hudson, IA",hudson-community-school-district-ia,39,3.923076923076923
traditional,,3,,,292826001744,263225,Sikeston Senior High School,Sikeston Senior High School,Sikeston Senior High School,"Sikeston, MO",Sikeston,MO,36.879643,-89.573943,9-12,949,19,Public,Public School,,"Sikeston R-VI School District, MO",35dd5b1f-30cc-4cd5-bd02-698bc9f3c615,sikeston-senior-high-school-sikeston-mo,Sikeston R-VI School District,Sikeston R-VI School District,Sikeston R-VI School District,"Sikeston, MO",Sikeston,MO,"Sikeston, MO",sikeston-r-vi-school-district-mo,111,3.891891891891892
traditional,,3,,,361290001058,332195,Greenwich Junior/Senior High School,Greenwich Junior/Senior High School,Greenwich Junior/Senior High School,"Greenwich, NY",Greenwich,NY,43.09297,-73.497002,7-12,484,11,Public,Public School,,"Greenwich Central School District, NY",cfee3b54-b3e6-41a9-a484-06a4a3b5b7d3,greenwich-junior-senior-high-school-greenwich-ny,Greenwich Central School District,Greenwich Central School District,Greenwich Central School District,"Greenwich, NY",Greenwich,NY,"Greenwich, NY",greenwich-central-school-district-ny,50,4.24
traditional,,3,,,482212002223,443060,Hallettsville High School,Hallettsville High School,Hallettsville High School,"Hallettsville, TX",Hallettsville,TX,29.446559,-96.935587,9-12,364,12,Public,Public School,,"Hallettsville Independent School District, TX",9ba4db8f-718c-42fb-8a73-2d7fc5f4d257,hallettsville-high-school-hallettsville-tx,Hallettsville Independent School District,Hallettsville Independent School District,Hallettsville Independent School District,"Hallettsville, TX",Hallettsville,TX,"Hallettsville, TX",hallettsville-independent-school-district-tx,37,3.810810810810811
traditional,,3,,,411008000227,380945,Powers High School,Powers High School,Powers High School,"Powers, OR",Powers,OR,42.92564,-123.285162,7-12,40,6,Public,Public School,,"Powers School District, OR",10a00a19-308e-4198-8c67-8008acf5298a,powers-high-school-powers-or,Powers School District,Powers School District,Powers School District,"Powers, OR",Powers,OR,"Powers, OR",powers-school-district-or,1,5
traditional,,3,,,261482005179,231575,Fraser High School,Fraser High School,Fraser High School,"Fraser, MI",Fraser,MI,42.547834,-82.950037,9-12,1553,20,Public,Public School,,"Fraser Public Schools, MI",8d23b9f4-eb21-4128-9405-a160dabbd7f3,fraser-high-school-fraser-mi,Fraser Public Schools,FPS,Fraser Schools,"Fraser, MI",Fraser,MI,"Fraser, MI",fraser-public-schools-mi,313,3.9329073482428116
traditional,,3,,,400402000127,373585,Berryhill High School,Berryhill High School,Berryhill High School,"Tulsa, OK",Tulsa,OK,36.118617,-96.063106,9-12,414,18,Public,Public School,,"Berryhill Public Schools, OK",38483fd6-49aa-43a1-bcaf-496cddff6d7e,berryhill-high-school-tulsa-ok,Berryhill Public Schools,Berryhill Public Schools,Berryhill Public Schools,"Tulsa, OK",Tulsa,OK,"Tulsa, OK",berryhill-public-schools-ok,60,3.5166666666666666
traditional,,3,,,500183000005,460005,Arlington Memorial Middle/High School,Arlington Memorial Middle/High School,Arlington Memorial Middle/High School,"Arlington, VT",Arlington,VT,43.065697,-73.152453,6-12,200,11,Public,Public School,,"Arlington School District, VT",20a34194-15c5-480b-8a3e-8fead161e5c5,arlington-memorial-middle-high-school-arlington-vt,Arlington School District,Arlington School District,Arlington School District,"Arlington, VT",Arlington,VT,"Arlington, VT",arlington-school-district-vt,29,3.793103448275862
traditional,,3,,,480001005244,443925,Jack C. Hays High School,Jack C. Hays High School,Jack C. Hays High School,"Buda, TX",Buda,TX,30.042084,-97.885057,9-12,2970,19,Public,Public School,,"Hays Consolidated Independent School District, TX",87c15942-b9d3-426c-a209-c208e31b1e18,jack-c-hays-high-school-buda-tx,Hays Consolidated Independent School District,Hays Consolidated Independent School District,Hays Consolidated Independent School District,"Kyle, TX",Kyle,TX,"Kyle, TX",hays-consolidated-independent-school-district-tx,405,3.4617283950617286
traditional,,3,,,482478002771,447115,Jim Ned High School,Jim Ned High School,Jim Ned High School,"Tuscola, TX",Tuscola,TX,32.2132,-99.7977,9-12,336,10,Public,Public School,,"Jim Ned Consolidated Independent School District, TX",b282dbf9-1123-498a-ad05-50415f072db3,jim-ned-high-school-tuscola-tx,Jim Ned Consolidated Independent School District,Jim Ned Consolidated Independent School District,Jim Ned Consolidated Independent School District,"Tuscola, TX",Tuscola,TX,"Tuscola, TX",jim-ned-consolidated-independent-school-district-tx,24,3.5833333333333335
traditional,,3,,,280390000749,252725,Sebastopol Attendance Center,Sebastopol Attendance Center,Sebastopol Attendance Center,"Sebastopol, MS",Sebastopol,MS,32.5704,-89.3388,K-12,642,17,Public,Public School,,"Scott County School District, MS",17c87289-8876-4d05-a58a-b182c1631483,sebastopol-attendance-center-sebastopol-ms,Scott County School District,Scott County School District,Scott County School District,"Forest, MS",Forest,MS,"Forest, MS",scott-county-school-district-ms,22,4.318181818181818
traditional,,3,,,481611011254,443747,Cypress Lakes High School,Cypress Lakes High School,Cypress Lakes High School,"Katy, TX",Katy,TX,29.865109,-95.705964,9-12,3333,16,Public,Public School,,"Cypress-Fairbanks Independent School District, TX",dbee9fb8-8d66-4024-ac5a-fe12fb88d5bf,cypress-lakes-high-school-katy-tx,Cypress-Fairbanks Independent School District,CFISD,Cypress-Fairbanks Independent School District,"Houston, TX",Houston,TX,"Houston, TX",cypress-fairbanks-independent-school-district-tx,679,3.6715758468335786
traditional,,3,,,380957000302,350885,Hillsboro High School,Hillsboro High School,Hillsboro High School,"Hillsboro, ND",Hillsboro,ND,47.468556,-97.025382,7-12,226,14,Public,Public School,,"Hillsboro Public Schools, ND",0f7d479a-7f2f-4275-be01-ae472cbde9bf,hillsboro-high-school-hillsboro-nd,Hillsboro Public Schools,Hillsboro Public Schools,Hillsboro Public Schools,"Hillsboro, ND",Hillsboro,ND,"Hillsboro, ND",hillsboro-public-schools-nd,25,3.48
traditional,,3,,,210030001970,180991,Bavel Virtual Learning,Bavel Virtual Learning,Bavel Virtual Learning,"Glasgow, KY",Glasgow,KY,36.996297,-85.912969,6-12,238,48,"Public, Online, Alternative",Online School,Online School,"Barren County Public Schools, KY",24eca320-3cdc-4e96-a5b2-42c3b9aa3220,bavel-virtual-learning-glasgow-ky,Barren County Public Schools,Barren County Public Schools,Barren County Public Schools,"Glasgow, KY",Glasgow,KY,"Glasgow, KY",barren-county-public-schools-ky,13,4.230769230769231
traditional,,3,,,080540001786,060951,Mountain View High School,Mountain View High School,Mountain View High School,"Loveland, CO",Loveland,CO,40.406228,-105.025821,9-12,1203,22,Public,Public School,,"Thompson School District, CO",691c4560-1f5b-430a-866d-d9f599f7b2e0,mountain-view-high-school-loveland-co,Thompson School District,Thompson School District,Thompson School District,"Loveland, CO",Loveland,CO,"Loveland, CO",thompson-school-district-co,247,3.801619433198381
traditional,,3,,,360007705625,333866,Pace High School,Pace High School,Pace High School,"New York, NY",New York,NY,40.716477,-73.992821,9-12,578,15,Public,Public School,,"New York City Geographic District No. 2, NY",1bb9d1d5-e5f1-4ff4-99fe-97017489f225,pace-high-school-new-york-ny,New York City Geographic District No. 2,New York City Geographic District No. 2,New York City Geographic District No. 2,"New York, NY",New York,NY,"New York, NY",new-york-city-geographic-district-no-2-ny,137,4.138686131386861
traditional,,3,,,020039000735,020377,River City Academy,River City Academy,River City Academy,"Soldotna, AK",Soldotna,AK,60.455987,-151.098922,7-12,68,10,Public,Public School,,"Kenai Peninsula Borough School District, AK",2ebdf9da-88e3-412f-b715-0b047bc2d3d8,river-city-academy-soldotna-ak,Kenai Peninsula Borough School District,Kenai Peninsula Borough School District,Kenai Peninsula Borough School District,"Soldotna, AK",Soldotna,AK,"Soldotna, AK",kenai-peninsula-borough-school-district-ak,1,5
traditional,,3,,,317321001204,281380,Northeast Secondary School,Northeast Secondary School,Northeast Secondary School,"Lyons, NE",Lyons,NE,41.934671,-96.473078,"PK, 7-12",101,10,Public,Public School,,"Lyons-Decatur Northeast Public Schools, NE",2048372d-f6bb-4af1-ae93-0ee1255dc699,northeast-secondary-school-lyons-ne,Lyons-Decatur Northeast Public Schools,Lyons-Decatur Northeast Public Schools,Lyons-Decatur Northeast Public Schools,"Lyons, NE",Lyons,NE,"Lyons, NE",lyons-decatur-northeast-public-schools-ne,0,0
traditional,,3,,,470069000265,430373,Cleveland High School,Cleveland High School,Cleveland High,"Cleveland, TN",Cleveland,TN,35.193329,-84.86817,9-12,1703,18,Public,Public School,,"Cleveland City School District, TN",34769ea6-ab4c-4d1c-82d6-787e94488dd5,cleveland-high-school-cleveland-tn,Cleveland City School District,Cleveland City School District,Cleveland City School District,"Cleveland, TN",Cleveland,TN,"Cleveland, TN",cleveland-city-school-district-tn,228,3.9342105263157894
traditional,,3,,,271026000642,240940,Dilworth-Glyndon-Felton Senior High School,Dilworth-Glyndon-Felton Senior High School,Dilworth-Glyndon-Felton Senior High School,"Glyndon, MN",Glyndon,MN,46.871861,-96.580262,9-12,412,16,Public,Public School,,"Dilworth-Glyndon-Felton School District, MN",ff2064f4-7ae6-4a3d-b3c9-f8ee275da957,dilworth-glyndon-felton-senior-high-school-glyndon-mn,Dilworth-Glyndon-Felton School District,Dilworth-Glyndon-Felton School District,Dilworth-Glyndon-Felton School District,"Dilworth, MN",Dilworth,MN,"Dilworth, MN",dilworth-glyndon-felton-school-district-mn,46,3.5
traditional,,3,,,171024001246,141420,Cisne High School,Cisne High School,Cisne High School,"Cisne, IL",Cisne,IL,38.515634,-88.437328,9-12,117,8,Public,Public School,,"North Wayne Community Unit School District No. 200, IL",c619ae30-d494-4bdc-af08-7d1451927ff6,cisne-high-school-cisne-il,North Wayne Community Unit School District No. 200,North Wayne Community Unit School District No. 200,North Wayne Community Unit School District No. 200,"Cisne, IL",Cisne,IL,"Cisne, IL",north-wayne-community-unit-school-district-no-200-il,7,4.142857142857143
traditional,,3,,,390486103314,364990,Bethel High School,Bethel High School,Bethel High School,"Tipp City, OH",Tipp City,OH,39.917023,-84.085538,9-12,388,19,Public,Public School,,"Bethel Local School District, OH",addc5f71-df6c-4549-ba9a-0266f3024891,bethel-high-school-tipp-city-oh,Bethel Local School District,Bethel Local School District,Bethel Local School District,"Tipp City, OH",Tipp City,OH,"Tipp City, OH",bethel-local-school-district-oh,57,3.9649122807017543
traditional,,3,,,180303000399,152198,Eastbrook High School,Eastbrook High School,Eastbrook High School,"Marion, IN",Marion,IN,40.544966,-85.50356,9-12,500,14,Public,Public School,,"Eastbrook Community School Corporation, IN",4848badb-89f5-4c9c-857f-3ee00be15d69,eastbrook-high-school-marion-in,Eastbrook Community School Corporation,Eastbrook Community School Corporation,Eastbrook Community School Corporation,"Marion, IN",Marion,IN,"Marion, IN",eastbrook-community-school-corporation-in,57,3.5964912280701755
traditional,,3,,,061392011099,050897,Summit High School,Summit High School,Summit High School,"Fontana, CA",Fontana,CA,34.150326,-117.466994,9-12,2498,23,Public,Public School,,"Fontana Unified School District, CA",8afa1fa0-5369-45c6-81d2-5b9b11467611,summit-high-school-fontana-ca,Fontana Unified School District,FUSD,Fontana Unified School District,"Fontana, CA",Fontana,CA,"Fontana, CA",fontana-unified-school-district-ca,386,3.8860103626943006
traditional,,3,,,530564002321,480798,Lakeside High School,Lakeside High School,Lakeside High School,"Nine Mile Falls, WA",Nine Mile Falls,WA,47.840195,-117.610056,9-12,490,18,Public,Public School,,"Nine Mile Falls School District, WA",22f9e658-04d4-4575-8482-ebf1e6998aa9,lakeside-high-school-nine-mile-falls-wa,Nine Mile Falls School District,Nine Mile Falls School District,Nine Mile Falls School District,"Nine Mile Falls, WA",Nine Mile Falls,WA,"Nine Mile Falls, WA",nine-mile-falls-school-district-wa,86,3.383720930232558
traditional,,3,,,481455000943,441390,Coleman High School,Coleman High School,Coleman High School,"Coleman, TX",Coleman,TX,31.809322,-99.424632,9-12,254,9,Public,Public School,,"Coleman Independent School District, TX",1ce6be21-1f39-4fa3-a4ab-595117dc4dcf,coleman-high-school-coleman-tx,Coleman Independent School District,Coleman Independent School District,Coleman Independent School District,"Coleman, TX",Coleman,TX,"Coleman, TX",coleman-independent-school-district-tx,33,4.090909090909091
traditional,,3,,,440042000116,400093,Ponaganset High School,Ponaganset High School,Ponaganset High School,"North Scituate, RI",North Scituate,RI,41.863581,-71.711444,9-12,801,12,Public,Public School,,"Foster-Glocester Regional School District, RI",415a083f-f611-42a6-bb85-7e8cf8113530,ponaganset-high-school-north-scituate-ri,Foster-Glocester Regional School District,Foster-Glocester Regional School District,Foster-Glocester Regional School District,"North Scituate, RI",North Scituate,RI,"North Scituate, RI",foster-glocester-regional-school-district-ri,122,3.7868852459016393
traditional,,3,,,551707002209,502570,Lincoln High School,Lincoln High School,Lincoln High School,"Wisconsin Rapids, WI",Wisconsin Rapids,WI,44.378207,-89.806866,9-12,1450,18,Public,Public School,,"Wisconsin Rapids School District, WI",ba4d0042-f28f-45e3-9740-69f53bd17404,lincoln-high-school-wisconsin-rapids-wi,Wisconsin Rapids School District,Wisconsin Rapids School District,Wisconsin Rapids School District,"Wisconsin Rapids, WI",Wisconsin Rapids,WI,"Wisconsin Rapids, WI",wisconsin-rapids-school-district-wi,184,3.7934782608695654
traditional,,3,,,060801004486,050816,Southwest High School,Southwest High School,Southwest High School,"El Centro, CA",El Centro,CA,32.777391,-115.578372,9-12,2114,23,Public,Public School,,"Central Union High School District, CA",7c8346d7-0d8c-482e-81fd-7d75ecf5479f,southwest-high-school-el-centro-ca,Central Union High School District,Central Union High School District,Central Union High School District,"El Centro, CA",El Centro,CA,"El Centro, CA",central-union-high-school-district-ca,300,3.6766666666666667
traditional,,3,,,484389004982,447195,Van Alstyne High School,Van Alstyne High School,Van Alstyne High School,"Van Alstyne, TX",Van Alstyne,TX,33.43126,-96.580477,9-12,484,15,Public,Public School,,"Van Alstyne Independent School District, TX",e510f59e-3f52-434f-b4de-5f2fd81942e6,van-alstyne-high-school-van-alstyne-tx,Van Alstyne Independent School District,Van Alstyne Independent School District,Van Alstyne Independent School District,"Van Alstyne, TX",Van Alstyne,TX,"Van Alstyne, TX",van-alstyne-independent-school-district-tx,104,3.6634615384615383
traditional,,3,,,291359000580,261315,Penney High School,Penney High School,Penney High School,"Hamilton, MO",Hamilton,MO,39.751845,-93.998111,9-12,204,10,Public,Public School,,"Hamilton R-II School District, MO",e4d3982d-f344-4bc5-ad52-8354c847e99f,penney-high-school-hamilton-mo,Hamilton R-II School District,Hamilton R-II School District,Hamilton R-II School District,"Hamilton, MO",Hamilton,MO,"Hamilton, MO",hamilton-r-ii-school-district-mo,56,3.5
traditional,,3,,,481977001939,442590,Frankston High School,Frankston High School,Frankston High School,"Frankston, TX",Frankston,TX,32.061127,-95.506968,9-12,228,10,Public,Public School,,"Frankston Independent School District, TX",3e6b09f1-4deb-4de8-9df3-1404dd943231,frankston-high-school-frankston-tx,Frankston Independent School District,Frankston Independent School District,Frankston Independent School District,"Frankston, TX",Frankston,TX,"Frankston, TX",frankston-independent-school-district-tx,25,3.4
traditional,,3,,,540087000717,491100,Frankfort High School,Frankfort High School,Frankfort High School,"Ridgeley, WV",Ridgeley,WV,39.5482,-78.8035,9-12,508,15,Public,Public School,,"Mineral County Schools, WV",00253ed5-6717-43d7-9ca6-da023ba6af1e,frankfort-high-school-ridgeley-wv,Mineral County Schools,Mineral County Schools,Mineral County Schools,"Keyser, WV",Keyser,WV,"Keyser, WV",mineral-county-schools-wv,111,3.855855855855856
traditional,,3,,,482346002380,443310,Honey Grove High School,Honey Grove High School,Honey Grove High School,"Honey Grove, TX",Honey Grove,TX,33.591361,-95.900137,9-12,208,12,Public,Public School,,"Honey Grove Independent School District, TX",f578d44b-c113-4d1e-8969-02f27f77f155,honey-grove-high-school-honey-grove-tx,Honey Grove Independent School District,Honey Grove Independent School District,Honey Grove Independent School District,"Honey Grove, TX",Honey Grove,TX,"Honey Grove, TX",honey-grove-independent-school-district-tx,31,3.903225806451613
traditional,,3,,,293111002163,263537,Washington High School,Washington High School,Washington High,"Washington, MO",Washington,MO,38.548642,-91.010492,9-12,1288,16,Public,Public School,,"Washington School District, MO",f9b43b66-c215-4379-b70c-d8096fed5d9d,washington-high-school-washington-mo,Washington School District,Washington School District,Washington School District,"Washington, MO",Washington,MO,"Washington, MO",washington-school-district-mo,146,3.787671232876712
traditional,,3,,,160000200691,130591,Lake Pend Oreille Alternative High School,Lake Pend Oreille Alternative High School,Lake Pend Oreille Alternative High School,"Sandpoint, ID",Sandpoint,ID,48.282348,-116.557124,9-12,107,13,"Public, Alternative",Public School,,"Lake Pend Oreille School District, ID",8fcc9c95-c9a2-4cab-b5b6-0443932f1814,lake-pend-oreille-alternative-high-school-sandpoint-id,Lake Pend Oreille School District,Lake Pend Oreille School District,Lake Pend Oreille School District,"Ponderay, ID",Ponderay,ID,"Ponderay, ID",lake-pend-oreille-school-district-id,9,3.7777777777777777
traditional,,3,,,390456002299,364475,Rossford High School,Rossford High School,Rossford High School,"Perrysburg, OH",Perrysburg,OH,41.6092,-83.559902,9-12,436,15,Public,Public School,,"Rossford Exempted Village School District, OH",0d7585d4-6520-444c-bfde-df121c83a3f6,rossford-high-school-perrysburg-oh,Rossford Exempted Village School District,Rossford Exempted Village School District,Rossford Exempted Village School District,"Rossford, OH",Rossford,OH,"Rossford, OH",rossford-exempted-village-school-district-oh,87,3.5172413793103448
traditional,,3,,,390488303416,363680,John Glenn High School,John Glenn High School,John Glenn High School,"New Concord, OH",New Concord,OH,40.009398,-81.74301,9-12,594,18,Public,Public School,,"East Muskingum Local School District, OH",b4475923-1a65-4fbc-9525-30b5f0a99cd3,john-glenn-high-school-new-concord-oh,East Muskingum Local School District,East Muskingum Local School District,East Muskingum Local School District,"New Concord, OH",New Concord,OH,"New Concord, OH",east-muskingum-local-school-district-oh,133,3.7293233082706765
traditional,,3,,,251295002300,220998,Whittier Regional Vocational Technical High School,Whittier Regional Vocational Technical High School,Whittier Tech,"Haverhill, MA",Haverhill,MA,42.814326,-71.018439,9-12,1246,11,Public,Public School,Public School,"Haverhill, MA",e9cb00c5-2ebd-4ba4-9183-2451947c6f17,whittier-regional-vocational-technical-high-school-haverhill-ma,,,,,,,,,203,3.9014778325123154
traditional,,3,,,120039008336,,BioTECH at Richmond Heights 9-12 High School,BioTECH @ Richmond Heights 9-12 High School,BioTECH @ Richmond Heights 9-12 High School,"Miami, FL",Miami,FL,25.631717,-80.360191,9-12,409,18,Public,Public School,,"Miami-Dade County Public Schools, FL",e4cc9a83-8217-4eb5-9168-e5c24d21dee4,biotech-at-richmond-heights-9-12-high-school-miami-fl,Miami-Dade County Public Schools,Miami-Dade County Public Schools,Miami-Dade County Public Schools,"Miami, FL",Miami,FL,"Miami, FL",miami-dade-county-public-schools-fl,28,3.9642857142857144
traditional,,3,,,050828000551,041270,The Academies at Jonesboro High School,The Academies at Jonesboro High School,The Academies at Jonesboro High School,"Jonesboro, AR",Jonesboro,AR,35.823502,-90.705452,10-12,1394,16,Public,Public School,,"Jonesboro School District, AR",f46b39e2-2b6f-4abf-b12b-52fc6536e0e8,the-academies-at-jonesboro-high-school-jonesboro-ar,Jonesboro School District,Jonesboro School District,Jonesboro School District,"Jonesboro, AR",Jonesboro,AR,"Jonesboro, AR",jonesboro-school-district-ar,164,3.9451219512195124
