source,category,overall_niche_grade,rank_within_category,total_ranked,ncessch,ceeb,name,abbrev,short_name,location,city,state_code,latitude,longitude,grade_level,num_students,student_teacher_ratio,character,genus,tagline_category,tagline_location,guid,url,district_name,district_abbrev,district_short_name,district_location,district_city,district_state_code,district_tagline_location,district_url,niche_review_count,niche_review_average
private,Best Private High Schools in America,4.33,11,4131,00919963,333905,Regis High School,Regis High School,Regis High School,"New York, NY",New York,NY,40.7793,-73.9592,9-12,532,8,"Private, Catholic, All-Boys",All-Boys School,Private School,"New York, NY",c6e35498-2400-4ec7-a94d-6ce5b3e25ba1,regis-high-school-new-york-ny,,,,,,,,,128,4.3359375
private,Best Private High Schools in America,4.33,12,4131,01657789,333700,Horace Mann School,Horace Mann School,Horace Mann,"Bronx, NY",Bronx,NY,40.893553,-73.897413,K-12,1694,8,Private,Private School,Private School,"Bronx, NY",2a870c7c-d575-458f-baac-4ba0efcfa863,horace-mann-school-bronx-ny,,,,,,,,,132,4.333333333333333
private,Best Private High Schools in America,4.33,13,4131,00939684,333565,Collegiate School,Collegiate School,Collegiate School,"New York, NY",New York,NY,40.7737481,-73.9906744,K-12,651,8,"Private, All-Boys",All-Boys School,Private School,"New York, NY",dbe1e541-63a3-4aef-96c2-54bc71c7e602,collegiate-school-new-york-ny,,,,,,,,,24,4.333333333333333
private,Best Private High Schools in America,4.33,14,4131,02164679,481120,Lakeside School,Lakeside School,Lakeside School,"Seattle, WA",Seattle,WA,47.7313,-122.329,5-12,838,9,Private,Private School,Private School,"Seattle, WA",7a497d01-3823-4232-9c91-d24f0cab3195,lakeside-school-seattle-wa,,,,,,,,,94,4.5
private,Best Private High Schools in America,4.33,15,4131,00939491,333475,Brearley School,Brearley School,Brearley School,"New York, NY",New York,NY,40.7724,-73.9455,K-12,761,6,"Private, All-Girls",All-Girls School,Private School,"New York, NY",4e30c9ee-22c2-417a-a87a-2e0ed4eb4dde,brearley-school-new-york-ny,,,,,,,,,64,4.25
private,Best Private High Schools in America,4.33,16,4131,00081975,052375,Flintridge Preparatory School,Flintridge Preparatory School,Flintridge Preparatory School,"La Canada Flintridge, CA",La Canada Flintridge,CA,34.198627,-118.184055,7-12,530,8,Private,Private School,Private School,"La Canada Flintridge, CA",79a6ab70-2f99-47aa-aa60-df2b69c64543,flintridge-preparatory-school-la-canada-flintridge-ca,,,,,,,,,98,4.642857142857143
private,Best Private High Schools in America,4.33,17,4131,00233115,070335,The Hotchkiss School,The Hotchkiss School,Hotchkiss,"Lakeville, CT",Lakeville,CT,41.942584,-73.440674,9-12,600,4,"Private, Boarding",Private School,Private School,"Lakeville, CT",9544bb9a-f6ea-4789-aec3-c956a174b22f,the-hotchkiss-school-lakeville-ct,,,,,,,,,67,4.537313432835821
private,Best Private High Schools in America,4.33,18,4131,00851903,300110,St. Paul's School,SPS,St. Paul's ,"Concord, NH",Concord,NH,43.1969,-71.573,9-12,534,5,"Private, Boarding, Episcopal",Episcopal School,Private School,"Concord, NH",6e78fd84-0886-4b9e-a3f3-c311550f0f1f,st-pauls-school-concord-nh,,,,,,,,,75,4.506666666666667
private,Best Private High Schools in America,4.33,19,4131,00083451,051173,Crystal Springs Uplands School,Crystal Springs Uplands School,Crystal,"Hillsborough, CA",Hillsborough,CA,37.557737,-122.337372,6-12,539,9,Private,Private School,Private School,"Hillsborough, CA",5836409e-ca1a-4de4-a7bd-5e6af8004ae5,crystal-springs-uplands-school-hillsborough-ca,,,,,,,,,44,4.318181818181818
private,Best Private High Schools in America,4.33,20,4131,02043698,310315,The Pingry School,The Pingry School,Pingry,"Basking Ridge, NJ",Basking Ridge,NJ,40.6474523,-74.5753601,K-12,1125,6,Private,Private School,Private School,"Basking Ridge, NJ",79dd86d5-124b-40ec-af40-17e4f58d1518,the-pingry-school-basking-ridge-nj,,,,,,,,,93,3.967741935483871
private,Best Private High Schools in America,4.33,21,4131,00603745,220680,Noble and Greenough School,Nobles,Nobles,"Dedham, MA",Dedham,MA,42.26283,-71.183374,7-12,614,5,"Private, Boarding",Private School,Private School,"Dedham, MA",a7865e58-8ecf-4641-8902-6b8d31762d39,noble-and-greenough-school-dedham-ma,,,,,,,,,46,4.673913043478261
private,Best Private High Schools in America,4.33,22,4131,00603439,220685,Deerfield Academy,DA,Deerfield,"Deerfield, MA",Deerfield,MA,42.543485,-72.605801,9-12,658,5,"Private, Boarding",Private School,Private School,"Deerfield, MA",1946bbf3-ed71-4057-844f-356dacf2858e,deerfield-academy-deerfield-ma,,,,,,,,,46,4.413043478260869
private,Best Private High Schools in America,4.33,23,4131,00083655,052402,Polytechnic School,Polytechnic School,Poly,"Pasadena, CA",Pasadena,CA,34.1343,-118.129,K-12,859,7,Private,Private School,Private School,"Pasadena, CA",7782a5b1-d867-45b0-a4d4-f78f7d9b846d,polytechnic-school-pasadena-ca,,,,,,,,,101,4.158415841584159
private,Best Private High Schools in America,4.33,24,4131,00089169,,The Nueva School,The Nueva School,Nueva,"Hillsborough, CA",Hillsborough,CA,37.5624,-122.381,"PK, K-12",605,4,Private,Private School,Private School,"Hillsborough, CA",e84727a0-7b71-48f2-ba46-f7dec0f97fd3,the-nueva-school-hillsborough-ca,,,,,,,,,40,4.4
private,Best Private High Schools in America,4.33,25,4131,00755663,260650,John Burroughs School,John Burroughs School,JBS,"St. Louis, MO",St. Louis,MO,38.643625,-90.368337,7-12,650,6,Private,Private School,Private School,"St. Louis, MO",5f6e72aa-68f7-4094-a8d5-8abe6910b1b3,john-burroughs-school-st-louis-mo,,,,,,,,,64,4.296875
private,Best Private High Schools in America,4.33,26,4131,00080949,050485,Cate School,Cate School,Cate School,"Carpinteria, CA",Carpinteria,CA,34.4055,-119.477,9-12,298,6,"Private, Boarding",Private School,Private School,"Carpinteria, CA",f675e412-4da6-4430-a02e-716197c5d26a,cate-school-carpinteria-ca,,,,,,,,,40,4.4
private,Best Private High Schools in America,4.33,27,4131,00083418,051710,Marlborough School,Marlborough School,Marlborough,"Los Angeles, CA",Los Angeles,CA,34.0701,-118.327,7-12,533,7,"Private, All-Girls",All-Girls School,Private School,"Los Angeles, CA",f93e95f9-ef80-4eb0-a7b3-68fea3390610,marlborough-school-los-angeles-ca,,,,,,,,,150,4.3533333333333335
private,Best Private High Schools in America,4.33,28,4131,00603698,220650,Middlesex School,Middlesex School,Middlesex,"Concord, MA",Concord,MA,42.500154,-71.369557,9-12,409,4,"Private, Boarding",Private School,Private School,"Concord, MA",3a8081a9-5b09-47df-bf62-3b71232ce6a4,middlesex-school-concord-ma,,,,,,,,,54,4.425925925925926
private,Best Private High Schools in America,4.33,29,4131,00603767,220405,Winsor School,Winsor School,Winsor School,"Boston, MA",Boston,MA,42.3408,-71.1075,5-12,450,7,"Private, All-Girls",All-Girls School,Private School,"Boston, MA",3689fc5f-5b93-4698-815d-d6d4b5486db6,winsor-school-boston-ma,,,,,,,,,68,4.5
private,Best Private High Schools in America,4.33,30,4131,02032143,090200,Sidwell Friends School,Sidwell Friends School,Sidwell Friends School,"Washington, DC",Washington,DC,38.939012,-77.074746,"PK, K-12",1145,8,"Private, Quaker",Quaker School,Private School,"Washington, DC",8613a8c9-be21-4c3a-a2e4-2b588811abfa,sidwell-friends-school-washington-dc,,,,,,,,,59,4.203389830508475
private,Best Private High Schools in America,4.33,31,4131,02017475,101095,Ransom Everglades School,Ransom Everglades School,Ransom Everglades School,"Coconut Grove, FL",Coconut Grove,FL,25.722837,-80.244213,6-12,1094,6,Private,Private School,Private School,"Coconut Grove, FL",b40ca8d5-9514-4c57-92d5-1a4b484d2bea,ransom-everglades-school-coconut-grove-fl,,,,,,,,,72,4.319444444444445
private,Best Private High Schools in America,4.33,32,4131,00941729,333580,Dalton School,Dalton School,Dalton School,"New York, NY",New York,NY,40.7815,-73.955,K-12,1322,8,Private,Private School,Private School,"New York, NY",b3bb3e8a-ef7f-4b29-b68e-1e8202d81067,dalton-school-new-york-ny,,,,,,,,,72,4.236111111111111
private,Best Private High Schools in America,4.33,33,4131,00603075,220930,Groton School,Groton School,Groton,"Groton, MA",Groton,MA,42.59394,-71.585676,8-12,368,4,"Private, Boarding, Episcopal",Episcopal School,Private School,"Groton, MA",eaeb93b5-89af-4d8d-928a-4bd7b2052ef6,groton-school-groton-ma,,,,,,,,,39,4.205128205128205
private,Best Private High Schools in America,4.33,34,4131,Y9101619,090081,Georgetown Day School,GDS,Georgetown Day School,"Washington, DC",Washington,DC,38.9518886,-77.0827978,"PK, K-12",1075,6,Private,Private School,Private School,"Washington, DC",3692a151-d829-4e8e-b7c2-9121f70727bd,georgetown-day-school-washington-dc,,,,,,,,,44,4.795454545454546
private,Best Private High Schools in America,4.33,35,4131,02037764,230355,Cranbrook Schools,Cranbrook Schools,Cranbrook,"Bloomfield Hills, MI",Bloomfield Hills,MI,42.569318,-83.250426,"PK, K-12",1659,7,"Private, Boarding",Private School,Private School,"Bloomfield Hills, MI",119bf1f2-4f2b-4fa1-bc03-349075842ac4,cranbrook-schools-bloomfield-hills-mi,,,,,,,,,224,4.415178571428571
private,Best Private High Schools in America,4.33,36,4131,00939775,334965,Rye Country Day School,Rye Country Day School,RCDS,"Rye, NY",Rye,NY,40.986406,-73.683988,"PK, K-12",930,7,Private,Private School,Private School,"Rye, NY",37462095-abf9-4370-be0f-0147323b62f5,rye-country-day-school-rye-ny,,,,,,,,,92,4.315217391304348
private,Best Private High Schools in America,4.33,37,4131,00939094,333540,The Chapin School,The Chapin School ,The Chapin School,"New York, NY",New York,NY,40.77381,-73.945638,K-12,725,6,"Private, All-Girls",All-Girls School,Private School,"New York, NY",57344947-8418-41c4-a7f9-eb655253f7dc,the-chapin-school-new-york-ny,,,,,,,,,76,4.5131578947368425
private,Best Private High Schools in America,4.33,38,4131,00233341,070945,The Loomis Chaffee School,The Loomis Chaffee School,Loomis,"Windsor, CT",Windsor,CT,41.84825,-72.643255,9-12,736,4,"Private, Boarding",Private School,Private School,"Windsor, CT",7d58600e-2e4e-4a82-89c9-25b378806761,the-loomis-chaffee-school-windsor-ct,,,,,,,,,120,4.291666666666667
private,Best Private High Schools in America,4.33,39,4131,00604192,221430,Milton Academy,Milton Academy,Milton Academy,"Milton, MA",Milton,MA,42.25638,-71.070205,K-12,1020,7,"Private, Boarding",Private School,Private School,"Milton, MA",6e19aed1-9b2d-452a-9865-43f92960164e,milton-academy-milton-ma,,,,,,,,,124,4.258064516129032
private,Best Private High Schools in America,4.33,40,4131,00937075,333920,Riverdale Country School,RCS,Riverdale ,"Bronx, NY",Bronx,NY,40.898438,-73.900581,"PK, K-12",1189,6,Private,Private School,Private School,"Bronx, NY",57d9aaa1-58a1-4d59-b908-e94bf5185025,riverdale-country-school-bronx-ny,,,,,,,,,44,4.204545454545454
private,Best Private High Schools in America,4.33,41,4131,00868564,310915,Newark Academy,NA,The Academy,"Livingston, NJ",Livingston,NJ,40.776797,-74.362142,6-12,626,7,Private,Private School,Private School,"Livingston, NJ",d496a402-d48d-4fe9-a0df-0fd7fd028ed4,newark-academy-livingston-nj,,,,,,,,,103,4.378640776699029
private,Best Private High Schools in America,4.33,42,4131,00083429,050285,Head-Royce School,Head-Royce School,HRS,"Oakland, CA",Oakland,CA,37.808709,-122.205051,K-12,875,7,Private,Private School,Private School,"Oakland, CA",aaee1888-eeb8-4fef-a111-0f8cd0176899,head-royce-school-oakland-ca,,,,,,,,,64,4.484375
private,Best Private High Schools in America,4.33,43,4131,00078419,051330,The Bishop's School,TBS,Bishop's,"San Diego, CA",San Diego,CA,32.841114,-117.277896,6-12,800,8,"Private, Episcopal",Episcopal School,Private School,"San Diego, CA",f29a1836-ad68-44dd-a50d-7aecbf13323c,the-bishops-school-san-diego-ca,,,,,,,,,74,4.527027027027027
private,Best Private High Schools in America,4.33,44,4131,BB964700,443425,St. John's School,St. John's School,St. John's School,"Houston, TX",Houston,TX,29.7417,-95.4287,K-12,1258,7,Private,Private School,Private School,"Houston, TX",4e40bff0-2123-494e-960a-44822f0ed636,st-johns-school-houston-tx,,,,,,,,,88,4.284090909090909
private,Best Private High Schools in America,4.33,45,4131,00939629,334060,The Spence School,The Spence School,The Spence School,"New York, NY",New York,NY,40.784354,-73.957366,K-12,751,6,"Private, All-Girls",All-Girls School,Private School,"New York, NY",94817e4b-4e22-49b1-b6a6-8f27f86bcb39,the-spence-school-new-york-ny,,,,,,,,,23,4.695652173913044
private,Best Private High Schools in America,4.33,46,4131,00078667,053142,The Harker School,The Harker School,Harker,"San Jose, CA",San Jose,CA,37.31753,-121.971084,"PK, K-12",2048,10,Private,Private School,Private School,"San Jose, CA",6548f199-7ca1-4092-8eea-14959cdb07df,the-harker-school-san-jose-ca,,,,,,,,,132,4.393939393939394
private,Best Private High Schools in America,4.33,47,4131,00297328,110256,The Westminster Schools,Westminster,Westminster,"Atlanta, GA",Atlanta,GA,33.843293,-84.433573,K-12,1870,6,"Private, Christian (General)",Christian School,Private School,"Atlanta, GA",e02eb8de-855b-4cc4-ac9a-4c2cec989b86,the-westminster-schools-atlanta-ga,,,,,,,,,179,4.446927374301676
private,Best Private High Schools in America,4.33,48,4131,02024201,141335,University of Chicago Laboratory Schools,University of Chicago Lab School,Lab/Lab Schools/U-High,"Chicago, IL",Chicago,IL,41.787906,-87.592326,"PK, K-12",2051,8,Private,Private School,Private School,"Chicago, IL",e4f9c768-0b4f-49e7-bcef-7e854d3fadf1,university-of-chicago-laboratory-schools-chicago-il,,,,,,,,,122,3.8524590163934427
private,Best Private High Schools in America,4.33,49,4131,00233738,070490,Hopkins School,Hopkins School,Hopkins,"New Haven, CT",New Haven,CT,41.319534,-72.970183,7-12,714,5,Private,Private School,Private School,"New Haven, CT",8defa38b-fdc7-4ac4-af5f-a53f3d5c7281,hopkins-school-new-haven-ct,,,,,,,,,76,4.2894736842105265
private,Best Private High Schools in America,4.33,50,4131,01462326,480073,The Overlake School,The Overlake School,The Overlake School,"Redmond, WA",Redmond,WA,47.694,-122.07,5-12,529,6,Private,Private School,Private School,"Redmond, WA",f8b693d8-e2d3-4989-8087-003a8a7730d4,the-overlake-school-redmond-wa,,,,,,,,,84,4.357142857142857
private,Best Private High Schools in America,4.33,51,4131,A0301789,220202,Boston University Academy,Boston University Academy,BUA,"Boston, MA",Boston,MA,42.350466,-71.109669,9-12,201,7,Private,Private School,Private School,"Boston, MA",284377e7-99db-4bf4-9766-d2d2ab8f5613,boston-university-academy-boston-ma,,,,,,,,,46,4.326086956521739
private,Best Private High Schools in America,4.33,52,4131,00261266,100495,Pine Crest School - Fort Lauderdale,Pine Crest School - Fort Lauderdale,Pine Crest School - Fort Lauderdale,"Fort Lauderdale, FL",Fort Lauderdale,FL,26.203708,-80.125092,"PK, K-12",2636,8,Private,Private School,Private School,"Fort Lauderdale, FL",3614a3be-0ed1-4f26-8b04-860b81e1c637,pine-crest-school---fort-lauderdale-fort-lauderdale-fl,,,,,,,,,123,4.365853658536586
private,Best Private High Schools in America,4.33,53,4131,00249737,080095,St. Andrew's School,St. Andrew's School,St. Andrew's School,"Middletown, DE",Middletown,DE,39.4342,-75.689,9-12,310,6,"Private, Boarding",Private School,Private School,"Middletown, DE",f1fc24f8-ac03-474a-8892-2331dd5439ca,st-andrews-school-middletown-de,,,,,,,,,84,4.476190476190476
private,Best Private High Schools in America,4.33,54,4131,02015988,090165,St. Albans School,St. Albans School,St. Albans School,"Washington, DC",Washington,DC,38.9297,-77.0717,4-12,585,8,"Private, Boarding, Episcopal, All-Boys",All-Boys School,Private School,"Washington, DC",dea91924-5b67-45da-8c5d-d18e4d04f78c,st-albans-school-washington-dc,,,,,,,,,45,4.533333333333333
private,Best Private High Schools in America,4.33,55,4131,A9300244,090135,National Cathedral School,NCS,NCS,"Washington, DC",Washington,DC,38.931709,-77.071107,4-12,595,8,"Private, Episcopal, All-Girls",All-Girls School,Private School,"Washington, DC",3b24f633-5b37-4d22-ad86-4c4127f3f15b,national-cathedral-school-washington-dc,,,,,,,,,55,4.4
private,Best Private High Schools in America,4.33,56,4131,01909058,393325,Germantown Friends School,Germantown Friends School,GFS,"Philadelphia, PA",Philadelphia,PA,40.032636,-75.171127,"PK, K-12",1064,8,"Private, Quaker",Quaker School,Private School,"Philadelphia, PA",28129771-6ebe-4f39-ac8e-82d0b8166aca,germantown-friends-school-philadelphia-pa,,,,,,,,,71,4.154929577464789
private,Best Private High Schools in America,4.33,57,4131,00604239,220640,Concord Academy,Concord Academy,Concord Academy,"Concord, MA",Concord,MA,42.4593,-71.3547,9-12,398,6,"Private, Boarding",Private School,Private School,"Concord, MA",cb023b20-87b3-4bc5-bc70-72205e1aa4f6,concord-academy-concord-ma,,,,,,,,,85,4.247058823529412
private,Best Private High Schools in America,4.33,58,4131,00083531,052420,Westridge School,Westridge School,Westridge School,"Pasadena, CA",Pasadena,CA,34.126524,-118.15719,4-12,500,5,"Private, All-Girls",All-Girls School,Private School,"Pasadena, CA",5e363225-078d-4867-9de5-f52713e2e856,westridge-school-pasadena-ca,,,,,,,,,113,4.389380530973451
private,Best Private High Schools in America,4.33,59,4131,A0109399,441750,The Hockaday School,The Hockaday School,Hockaday,"Dallas, TX",Dallas,TX,32.907736,-96.824714,"PK, K-12",1091,9,"Private, Boarding, All-Girls",All-Girls School,Private School,"Dallas, TX",c72139ae-a9c2-4b55-b908-380b6cc6f85c,the-hockaday-school-dallas-tx,,,,,,,,,144,4.375
private,Best Private High Schools in America,4.33,60,4131,A9303601,310835,Delbarton School,Delbarton School,Delbarton,"Morristown, NJ",Morristown,NJ,40.785323,-74.525862,7-12,609,7,"Private, Catholic, All-Boys",All-Boys School,Private School,"Morristown, NJ",84b8f5f9-6b0d-4077-b3b5-24cf93dae99b,delbarton-school-morristown-nj,,,,,,,,,113,4.575221238938053
private,Best Private High Schools in America,4.33,61,4131,00080814,052265,The Thacher School,The Thacher School,Thacher,"Ojai, CA",Ojai,CA,34.466383,-119.178854,9-12,255,6,"Private, Boarding",Private School,Private School,"Ojai, CA",cd81e7ad-a9dd-4619-a070-7f9a09261fe0,the-thacher-school-ojai-ca,,,,,,,,,86,4.372093023255814
private,Best Private High Schools in America,4.33,62,4131,00604068,220222,Commonwealth School,Commonwealth School,Commonwealth,"Boston, MA",Boston,MA,42.352362,-71.078152,9-12,132,5,Private,Private School,Private School,"Boston, MA",bf33bf32-b738-4e74-8a51-61db71f0b021,commonwealth-school-boston-ma,,,,,,,,,25,4.76
private,Best Private High Schools in America,4.33,63,4131,00868746,310535,Peddie School,Peddie School,Peddie,"Hightstown, NJ",Hightstown,NJ,40.267007,-74.523833,9-12,550,6,"Private, Boarding",Private School,Private School,"Hightstown, NJ",0e0a8dd9-4a88-46b9-9807-a3b67a883dd6,peddie-school-hightstown-nj,,,,,,,,,129,4.147286821705427
private,Best Private High Schools in America,4.33,64,4131,A0109386,441735,Greenhill School,Greenhill School,Greenhill,"Addison, TX",Addison,TX,32.941904,-96.84369,"PK, K-12",1316,8,Private,Private School,Private School,"Addison, TX",77e1e26f-0827-4b9f-a14b-b4021a0b4b9a,greenhill-school-addison-tx,,,,,,,,,99,4.424242424242424
private,Best Private High Schools in America,4.33,65,4131,00939764,335540,Hackley School,Hackley School,Hackley School,"Tarrytown, NY",Tarrytown,NY,41.068437,-73.845463,K-12,834,8,"Private, Boarding",Private School,Private School,"Tarrytown, NY",ed0ee613-13e0-41d0-a84a-cd0867c59e64,hackley-school-tarrytown-ny,,,,,,,,,67,4.2835820895522385
private,Best Private High Schools in America,4.33,66,4131,00580249,210255,Holton-Arms School,Holton-Arms School,Holton-Arms School,"Bethesda, MD",Bethesda,MD,38.9894,-77.1494,3-12,660,8,"Private, All-Girls",All-Girls School,Private School,"Bethesda, MD",8cefc7b0-7a1c-4887-8cd6-8fc89fc92956,holton-arms-school-bethesda-md,,,,,,,,,112,4.366071428571429
private,Best Private High Schools in America,4.33,67,4131,AA001475,052695,The Branson School,The Branson School,The Branson School,"Ross, CA",Ross,CA,37.9661,-122.565,9-12,320,7,Private,Private School,Private School,"Ross, CA",c11fd876-eee2-48aa-b8ca-3326c513e6fc,the-branson-school-ross-ca,,,,,,,,,74,4.5
private,Best Private High Schools in America,4.33,68,4131,00603905,220475,Buckingham Browne & Nichols School,BB&N,BB&N,"Cambridge, MA",Cambridge,MA,42.3719,-71.1358,"PK, K-12",1014,7,Private,Private School,Private School,"Cambridge, MA",0088d511-d4e8-4e7b-9fa9-fc0446d3ba23,buckingham-browne--and--nichols-school-cambridge-ma,,,,,,,,,59,4.11864406779661
private,Best Private High Schools in America,4.33,69,4131,00092058,053323,Windward School,Windward School,Windward,"Los Angeles, CA",Los Angeles,CA,34.017675,-118.426388,7-12,625,6,Private,Private School,Private School,"Los Angeles, CA",1c04f0f3-4094-45a3-a1a7-aa424250b102,windward-school-los-angeles-ca,,,,,,,,,76,4.5
private,Best Private High Schools in America,4.33,70,4131,00939549,330790,Packer Collegiate Institute,Packer Collegiate Institute,Packer Collegiate Institute,"Brooklyn, NY",Brooklyn,NY,40.6924,-73.9925,"PK, K-12",998,7,Private,Private School,Private School,"Brooklyn, NY",bd74e78c-69aa-40fa-8a29-918f855d3294,packer-collegiate-institute-brooklyn-ny,,,,,,,,,113,4.353982300884955
private,Best Private High Schools in America,4.33,71,4131,00083509,053039,San Francisco University High School,San Francisco University High School,UHS,"San Francisco, CA",San Francisco,CA,37.790647,-122.445355,9-12,410,6,Private,Private School,Private School,"San Francisco, CA",38939857-972a-4504-8aef-4e31fe5882dc,san-francisco-university-high-school-san-francisco-ca,,,,,,,,,58,4.0344827586206895
private,Best Private High Schools in America,4.33,72,4131,00605436,220345,The Roxbury Latin School,RL,Roxbury Latin,"West Roxbury, MA",West Roxbury,MA,42.2756169,-71.156438,7-12,309,7,"Private, All-Boys",All-Boys School,Private School,"West Roxbury, MA",55e4f86f-9038-4083-9476-ad004b991201,the-roxbury-latin-school-west-roxbury-ma,,,,,,,,,44,4.2272727272727275
private,Best Private High Schools in America,4.33,73,4131,01325924,440315,St. Stephen's Episcopal School,St. Stephen's Episcopal School,St. Stephen's Episcopal School,"Austin, TX",Austin,TX,30.3322,-97.8144,6-12,696,6,"Private, Boarding, Episcopal",Episcopal School,Private School,"Austin, TX",3b289330-268d-43ea-b4f5-9cf7424467fa,st-stephens-episcopal-school-austin-tx,,,,,,,,,75,3.986666666666667
private,Best Private High Schools in America,4.33,74,4131,A9903317,340601,Cary Academy,CA,Cary Academy,"Cary, NC",Cary,NC,35.82,-78.7682,6-12,773,11,Private,Private School,Private School,"Cary, NC",f6032e63-27c0-472f-82d4-a4dad24454ae,cary-academy-cary-nc,,,,,,,,,91,4.164835164835165
private,Best Private High Schools in America,4.33,75,4131,,054776,BASIS Independent Silicon Valley,BASIS Independent Silicon Valley,BASIS,"San Jose, CA",San Jose,CA,37.316229,-121.909876,5-12,800,8,Private,Private School,Private School,"San Jose, CA",f4b9b13b-baa4-45e4-b9e2-bb4da298832e,basis-independent-silicon-valley-san-jose-ca,,,,,,,,,69,3.8260869565217392
private,Best Private High Schools in America,4.33,76,4131,A9700925,101422,American Heritage School - Plantation Campus,American Heritage School - Plantation Campus,American Heritage School - Plantation Campus,"Plantation, FL",Plantation,FL,26.118963,-80.30896,"PK, K-12",2785,5,Private,Private School,Private School,"Plantation, FL",d712e559-043d-4887-a1b3-d78ba70ebe82,american-heritage-school---plantation-campus-plantation-fl,,,,,,,,,585,4.452991452991453
private,Best Private High Schools in America,4.33,77,4131,Y1608436,443558,Cistercian Preparatory School,Cistercian Preparatory School,Cistercian Preparatory School,"Irving, TX",Irving,TX,32.8556,-96.922,5-12,349,6,"Private, Catholic, All-Boys",All-Boys School,Private School,"Irving, TX",afe741bb-d9ee-4949-901f-25736be99766,cistercian-preparatory-school-irving-tx,,,,,,,,,37,4.513513513513513
