source,category,overall_niche_grade,rank_within_category,total_ranked,ncessch,ceeb,name,abbrev,short_name,location,city,state_code,latitude,longitude,grade_level,num_students,student_teacher_ratio,character,genus,tagline_category,tagline_location,guid,url,district_name,district_abbrev,district_short_name,district_location,district_city,district_state_code,district_tagline_location,district_url,niche_review_count,niche_review_average
traditional,,2.66,,,410441001162,380280,Dufur School,Dufur School,Dufur School,"Dufur, OR",Dufur,OR,45.454873,-121.126759,K-12,331,17,Public,Public School,,"Dufur School District No. 29, OR",3cafb303-078c-4de2-83ac-b6a845a6fb16,dufur-school-dufur-or,Dufur School District No. 29,Dufur School District No. 29,Dufur School District No. 29,"Dufur, OR",Dufur,OR,"Dufur, OR",dufur-school-district-no-29-or,6,4
traditional,,2.66,,,171233001481,141615,Dixon High School,Dixon High School,Dixon High School,"Dixon, IL",Dixon,IL,41.845787,-89.487476,9-12,755,17,Public,Public School,,"Dixon Unified School District No. 170, IL",4e178427-4bd9-4ce2-a5a8-7c70ec3b5e21,dixon-high-school-dixon-il,Dixon Unified School District No. 170,Dixon Unified School District No. 170,Dixon Unified School District No. 170,"Dixon, IL",Dixon,IL,"Dixon, IL",dixon-unified-school-district-no-170-il,110,3.109090909090909
traditional,,2.66,,,550135000184,500235,Bloomer High School,Bloomer High School,Bloomer High School,"Bloomer, WI",Bloomer,WI,45.099614,-91.49031,9-12,379,14,Public,Public School,,"Bloomer School District, WI",1b30d65d-233d-43a3-a701-59909627f29a,bloomer-high-school-bloomer-wi,Bloomer School District,Bloomer School District,Bloomer School District,"Bloomer, WI",Bloomer,WI,"Bloomer, WI",bloomer-school-district-wi,28,3.607142857142857
traditional,,2.66,,,130147003900,110020,Cook High School,Cook High School,Cook High School,"Adel, GA",Adel,GA,31.134959,-83.382986,9-12,861,14,Public,Public School,,"Cook County Schools, GA",10b22169-8adb-46c5-8c60-d95faed1ef5d,cook-high-school-adel-ga,Cook County Schools,Cook County Schools,Cook County Schools,"Adel, GA",Adel,GA,"Adel, GA",cook-county-schools-ga,79,3.848101265822785
traditional,,2.66,,,173499003668,143760,Round Lake Senior High School,Round Lake Senior High School,Round Lake Senior High School,"Round Lake, IL",Round Lake,IL,42.362353,-88.091539,9-12,2222,15,Public,Public School,,"Round Lake Community Unit School District No. 116, IL",5cd12f02-f1bb-4354-a1c9-7808cff8c219,round-lake-senior-high-school-round-lake-il,Round Lake Community Unit School District No. 116,Round Lake Community Unit School District No. 116,Round Lake Community Unit School District No. 116,"Round Lake, IL",Round Lake,IL,"Round Lake, IL",round-lake-community-unit-school-district-no-116-il,240,3.433333333333333
traditional,,2.66,,,470189000628,430195,Central High School,Central High School,Central High School,"Bruceton, TN",Bruceton,TN,36.034668,-88.262413,6-12,334,15,Public,Public School,,"Hollow Rock-Bruceton Special School District, TN",0d694cf9-350e-4224-a98c-f73cba9dcaae,central-high-school-bruceton-tn,Hollow Rock-Bruceton Special School District,Hollow Rock-Bruceton Special School District,Hollow Rock-Bruceton Special School District,"Bruceton, TN",Bruceton,TN,"Bruceton, TN",hollow-rock-bruceton-special-school-district-tn,31,3.4838709677419355
traditional,,2.66,,,482796003134,444250,Lometa School,Lometa School,Lometa School,"Lometa, TX",Lometa,TX,31.2191,-98.3878,"PK, K-12",289,12,Public,Public School,,"Lometa Independent School District, TX",01693b66-5f89-48d8-86ca-f9d11e161250,lometa-school-lometa-tx,Lometa Independent School District,Lometa Independent School District,Lometa Independent School District,"Lometa, TX",Lometa,TX,"Lometa, TX",lometa-independent-school-district-tx,6,3.5
traditional,,2.66,,,062271012937,051622,Green Design Community School at Diego Rivera Learning Complex,Green Design Community School at Diego Rivera Learning Complex,Green Design Community School at Diego Rivera Learning Complex,"Los Angeles, CA",Los Angeles,CA,33.98431,-118.256438,9-12,515,22,Public,Public School,,"Los Angeles Unified School District, CA",52c9068c-b083-429c-b438-1837b4e28326,green-design-community-school-at-diego-rivera-learning-complex-los-angeles-ca,Los Angeles Unified School District,LAUSD,L.A. Unified,"Los Angeles, CA",Los Angeles,CA,"Los Angeles, CA",los-angeles-unified-school-district-ca,19,4.473684210526316
traditional,,2.66,,,060582000524,050365,Brawley Union High School,Brawley High School,Brawley High School,"Brawley, CA",Brawley,CA,32.982877,-115.534883,9-12,1771,25,Public,Public School,,"Brawley Union High School District, CA",08a5d8aa-3d6f-4883-9818-b4887a4d05ec,brawley-union-high-school-brawley-ca,Brawley Union High School District,Brawley Union High School District,Brawley Union High School District,"Brawley, CA",Brawley,CA,"Brawley, CA",brawley-union-high-school-district-ca,294,3.360544217687075
traditional,,2.66,,,263066007868,233378,Saline Alternative High School,Saline Alternative High School,Saline Alternative High School,"Saline, MI",Saline,MI,42.17951,-83.787193,9-12,33,33,"Public, Alternative",Public School,,"Saline Area Schools, MI",111c8b07-9473-4a76-9aa2-663e680b1c4f,saline-alternative-high-school-saline-mi,Saline Area Schools,SAS,Saline Area Schools,"Saline, MI",Saline,MI,"Saline, MI",saline-area-schools-mi,0,0
traditional,,2.66,,,360789000562,331410,Clymer Central School,Clymer Central School,Clymer Central School,"Clymer, NY",Clymer,NY,42.020747,-79.626031,"PK, K-12",464,13,Public,Public School,,"Clymer Central School District, NY",fa722ab7-e9c4-4de9-8531-05a119d97957,clymer-central-school-clymer-ny,Clymer Central School District,Clymer Central School District,Clymer Central School District,"Clymer, NY",Clymer,NY,"Clymer, NY",clymer-central-school-district-ny,25,3.64
traditional,,2.66,,,063471011567,054105,East Bay Arts High School,East Bay Arts High School,East Bay Arts High School,"Hayward, CA",Hayward,CA,37.668898,-122.115054,9-12,214,19,"Public, Alternative",Public School,,"San Lorenzo Unified School District, CA",e49230cb-ce44-45c4-a40a-aed8ee26d1f2,east-bay-arts-high-school-hayward-ca,San Lorenzo Unified School District,San Lorenzo Unified School District,San Lorenzo Unified School District,"San Lorenzo, CA",San Lorenzo,CA,"San Lorenzo, CA",san-lorenzo-unified-school-district-ca,48,3.5208333333333335
traditional,,2.66,,,273384001585,242255,Harding Senior High School,Harding Senior High School,Harding Senior High School,"Saint Paul, MN",Saint Paul,MN,44.9604,-93.035474,9-12,1908,16,Public,Public School,,"St. Paul Public School District, MN",58d3f0fe-383d-41d4-88a6-7d29a42ea25f,harding-senior-high-school-saint-paul-mn,St. Paul Public School District,SPPS,St. Paul Public School District,"Saint Paul, MN",Saint Paul,MN,"Saint Paul, MN",st-paul-public-school-district-mn,406,3.8201970443349755
traditional,,2.66,,,450072001323,411120,Silver Bluff High School,Silver Bluff High School,Silver Bluff High School,"Aiken, SC",Aiken,SC,33.391704,-81.76107,9-12,638,16,Public,Public School,,"Aiken County Public Schools, SC",27c8ce5c-938d-437a-b359-5811982a06c6,silver-bluff-high-school-aiken-sc,Aiken County Public Schools,Aiken County Public Schools,Aiken County Public Schools,"Aiken, SC",Aiken,SC,"Aiken, SC",aiken-county-public-schools-sc,190,3.610526315789474
traditional,,2.66,,,340912005064,311182,Pennsville Memorial High School,Pennsville Memorial High School,Pennsville Memorial High School,"Pennsville, NJ",Pennsville,NJ,39.650185,-75.519737,9-12,448,8,Public,Public School,,"Pennsville Public School District, NJ",f688ea10-8f6e-44ca-8fc0-86f0dfdb7518,pennsville-memorial-high-school-pennsville-nj,Pennsville Public School District,Pennsville Public School District,Pennsville Public School District,"Pennsville, NJ",Pennsville,NJ,"Pennsville, NJ",pennsville-public-school-district-nj,57,3.6666666666666665
traditional,,2.66,,,420555002191,390603,Chambersburg Area Senior High School,Chambersburg Area Senior High School,Chambersburg Area Senior High School,"Chambersburg, PA",Chambersburg,PA,39.927072,-77.65133,9-12,2096,16,Public,Public School,,"Chambersburg Area School District, PA",4f2cb7fd-a015-4ea5-a276-f3d3ddad838e,chambersburg-area-senior-high-school-chambersburg-pa,Chambersburg Area School District,Chambersburg Area School District,Chambersburg Area School District,"Chambersburg, PA",Chambersburg,PA,"Chambersburg, PA",chambersburg-area-school-district-pa,342,3.3830409356725144
traditional,,2.66,,,190438000114,160315,Baxter High School,Baxter High School,Baxter High School,"Baxter, IA",Baxter,IA,41.826409,-93.150243,6-12,219,13,Public,Public School,,"Baxter Community School District, IA",04dc461c-df85-4af7-9db0-ce08dfb11c8a,baxter-high-school-baxter-ia,Baxter Community School District,Baxter Community School District,Baxter Community School District,"Baxter, IA",Baxter,IA,"Baxter, IA",baxter-community-school-district-ia,40,3.025
traditional,,2.66,,,380785000238,350705,Glenburn High School,Glenburn High School,Glenburn High School,"Glenburn, ND",Glenburn,ND,48.515096,-101.223621,7-12,118,8,Public,Public School,,"Glenburn School District No. 26, ND",b0ef3ef8-b27c-485e-a34b-3d910e16e585,glenburn-high-school-glenburn-nd,Glenburn School District No. 26,Glenburn School District No. 26,Glenburn School District No. 26,"Glenburn, ND",Glenburn,ND,"Glenburn, ND",glenburn-school-district-no-26-nd,7,3.7142857142857144
traditional,,2.66,,,080001801742,060790,Idalia Junior/Senior High School,Idalia Junior-Senior High School,Idalia Junior-Senior High School,"Idalia, CO",Idalia,CO,39.704407,-102.293922,7-12,89,11,"Public, Online",Online School,Online School,"Idalia School District No. RJ-3, CO",4269f16e-b6c4-4db6-8fc5-a8c5c8b94abf,idalia-junior-senior-high-school-idalia-co,Idalia School District No. RJ-3,Idalia School District No. RJ-3,Idalia School District No. RJ-3,"Idalia, CO",Idalia,CO,"Idalia, CO",idalia-school-district-no-rj-3-co,1,5
traditional,,2.66,,,483309003728,447245,Northside School,Northside School,Northside School,"Vernon, TX",Vernon,TX,34.305399,-99.298904,K-12,222,13,Public,Public School,,"Northside Independent School District (Vernon), TX",52735f81-eccf-46d4-81bf-32bb6117db85,northside-school-vernon-tx,Northside Independent School District (Vernon),Northside Independent School District (Vernon),Northside Independent School District (Vernon),"Vernon, TX",Vernon,TX,"Vernon, TX",northside-independent-school-district-vernon-tx,2,3.5
traditional,,2.66,,,130024000169,111640,Banks County High School,Banks County High School,Banks County High School,"Homer, GA",Homer,GA,34.38782,-83.663165,9-12,843,13,Public,Public School,,"Banks County Schools, GA",d37af11e-4615-4262-a941-578804f4f4d5,banks-county-high-school-homer-ga,Banks County Schools,Banks County Schools,Banks County Schools,"Homer, GA",Homer,GA,"Homer, GA",banks-county-schools-ga,94,3.2872340425531914
traditional,,2.66,,,062271003209,051140,Nathaniel Narbonne Senior High School,Nathaniel Narbonne Senior High School,Nathaniel Narbonne Senior High School,"Harbor City, CA",Harbor City,CA,33.8036,-118.307,9-12,2176,24,Public,Public School,,"Los Angeles Unified School District, CA",6a109539-ca60-4997-942b-337ca19df06e,nathaniel-narbonne-senior-high-school-harbor-city-ca,Los Angeles Unified School District,LAUSD,L.A. Unified,"Los Angeles, CA",Los Angeles,CA,"Los Angeles, CA",los-angeles-unified-school-district-ca,459,3.466230936819172
traditional,,2.66,,,510330001438,471955,William Fleming High School,William Fleming High School,William Fleming High School,"Roanoke, VA",Roanoke,VA,37.308144,-79.984544,9-12,1679,17,Public,Public School,,"Roanoke City Public Schools, VA",ee692355-adc7-4792-9496-a58ec7c986f8,william-fleming-high-school-roanoke-va,Roanoke City Public Schools,Roanoke City Public Schools,Roanoke City Public Schools,"Roanoke, VA",Roanoke,VA,"Roanoke, VA",roanoke-city-public-schools-va,154,3.6493506493506493
traditional,,2.66,,,390445501448,360310,Norton High School,Norton High School,Norton High School,"Norton, OH",Norton,OH,41.0284,-81.6407,9-12,872,21,Public,Public School,,"Norton City School District, OH",865b03c2-f00f-4c4f-852b-93f01822968d,norton-high-school-norton-oh,Norton City School District,Norton City School District,Norton City School District,"Norton, OH",Norton,OH,"Norton, OH",norton-city-school-district-oh,105,3.6095238095238096
traditional,,2.66,,,262262005970,233655,Maple Valley Junior/Senior High School,Maple Valley Junior/Senior High School,Maple Valley Junior/Senior High School,"Vermontville, MI",Vermontville,MI,42.610872,-85.05435,7-12,447,20,Public,Public School,,"Maple Valley Schools, MI",cafd9af1-46d2-4418-b477-41e4b1a35275,maple-valley-junior-senior-high-school-vermontville-mi,Maple Valley Schools,Maple Valley Schools,Maple Valley Schools,"Vermontville, MI",Vermontville,MI,"Vermontville, MI",maple-valley-schools-mi,42,3.642857142857143
traditional,,2.66,,,050001701295,041960,Paragould High School,Paragould High School,Paragould High School,"Paragould, AR",Paragould,AR,36.056255,-90.507227,9-12,939,12,Public,Public School,,"Paragould School District, AR",80861248-e64b-4435-9908-978b8d443d8c,paragould-high-school-paragould-ar,Paragould School District,Paragould School District,Paragould School District,"Paragould, AR",Paragould,AR,"Paragould, AR",paragould-school-district-ar,100,3.37
traditional,,2.66,,,061954002356,050224,West High School,West High School,West High School,"Bakersfield, CA",Bakersfield,CA,35.344235,-119.061138,9-12,2011,24,Public,Public School,,"Kern High School District, CA",c4fb7ac0-a166-494b-89f2-33c9cb42e3d7,west-high-school-bakersfield-ca,Kern High School District,KHSD,Kern Union High School District,"Bakersfield, CA",Bakersfield,CA,"Bakersfield, CA",kern-high-school-district-ca,282,3.627659574468085
traditional,,2.66,,,510006002003,471655,Nandua High School,Nandua High School,Nandua High School,"Onley, VA",Onley,VA,37.677368,-75.724401,9-12,704,17,Public,Public School,,"Accomack County Public Schools, VA",a3a84118-d3d8-48c0-85e1-9c2fb62adcd3,nandua-high-school-onley-va,Accomack County Public Schools,Accomack County Public Schools,Accomack County Public Schools,"Accomac, VA",Accomac,VA,"Accomac, VA",accomack-county-public-schools-va,84,3.7023809523809526
traditional,,2.66,,,160018000350,130293,Idaho City High School,Idaho City High School,Idaho City High School,"Idaho City, ID",Idaho City,ID,43.8319,-115.834,7-12,184,14,Public,Public School,,"Basin School District, ID",e77adcf9-5fec-40a1-92ab-83319410d3e1,idaho-city-high-school-idaho-city-id,Basin School District,Basin School District,Basin School District,"Idaho City, ID",Idaho City,ID,"Idaho City, ID",basin-school-district-id,19,3.526315789473684
traditional,,2.66,,,350261000593,320695,Hot Springs High School,Hot Springs High School,Hot Springs High School,"T Or C, NM",T Or C,NM,33.144355,-107.252219,9-12,362,17,Public,Public School,,"Truth or Consequences Municipal School District, NM",8b5b19ad-6b21-4755-a2d3-ea8e92477af3,hot-springs-high-school-t-or-c-nm,Truth or Consequences Municipal School District,Truth or Consequences Municipal School District,Truth or Consequences Municipal School District,"T Or C, NM",T Or C,NM,"T Or C, NM",truth-or-consequences-municipal-school-district-nm,60,3.566666666666667
traditional,,2.66,,,250516000758,221075,Gateway Regional High School,Gateway Regional High School,Gateway Regional High School,"Huntington, MA",Huntington,MA,42.257608,-72.871179,9-12,198,9,Public,Public School,,"Gateway Regional School District, MA",c2c9553e-3263-42f0-bee8-556748a83c14,gateway-regional-high-school-huntington-ma,Gateway Regional School District,Gateway Regional School District,Gateway Regional School District,"Huntington, MA",Huntington,MA,"Huntington, MA",gateway-regional-school-district-ma,114,3.6140350877192984
traditional,,2.66,,,191107000685,161520,Estherville Lincoln Central High School,Estherville Lincoln Central High School,Estherville Lincoln Central High School,"Estherville, IA",Estherville,IA,43.402069,-94.824812,9-12,386,13,Public,Public School,,"Estherville Lincoln Central Community School District, IA",290d7b8d-1f78-4c08-b74f-af6a06d1fbf5,estherville-lincoln-central-high-school-estherville-ia,Estherville Lincoln Central Community School District,Estherville Lincoln Central Community School District,Estherville Lincoln Central Community School District,"Estherville, IA",Estherville,IA,"Estherville, IA",estherville-lincoln-central-community-school-district-ia,45,3.488888888888889
traditional,,2.66,,,210141000287,180330,Cumberland County High School,Cumberland County High School,Cumberland County High School,"Burkesville, KY",Burkesville,KY,36.798721,-85.364795,9-12,257,16,Public,Public School,,"Cumberland County Public Schools, KY",e3e5d3de-960b-4bcd-9703-903db23b7a3b,cumberland-county-high-school-burkesville-ky,Cumberland County Public Schools,Cumberland County Public Schools,Cumberland County Public Schools,"Burkesville, KY",Burkesville,KY,"Burkesville, KY",cumberland-county-public-schools-ky,25,2.96
traditional,,2.66,,,171034001252,141430,Clay City High School,Clay City High School,Clay City High School,"Clay City, IL",Clay City,IL,38.6839,-88.3513,9-11,51,9,Public,Public School,,"Clay City Community Unit School District No. 10, IL",60c65189-7473-4079-9c90-de200f05b1c6,clay-city-high-school-clay-city-il,Clay City Community Unit School District No. 10,Clay City Community Unit School District No. 10,Clay City Community Unit School District No. 10,"Clay City, IL",Clay City,IL,"Clay City, IL",clay-city-community-unit-school-district-no-10-il,5,2.2
traditional,,2.66,,,390501503852,365260,Mathews High School,Mathews High School,Mathews High School,"Vienna, OH",Vienna,OH,41.237807,-80.662532,9-12,198,12,Public,Public School,,"Mathews Local School District, OH",458c848c-a258-4a0a-83aa-946df838be72,mathews-high-school-vienna-oh,Mathews Local School District,Mathews Local School District,Mathews Local School District,"Cortland, OH",Cortland,OH,"Cortland, OH",mathews-local-school-district-oh,20,3.3
traditional,,2.66,,,170993000941,140930,Lake View High School,Lake View High School,Lake View High School,"Chicago, IL",Chicago,IL,41.954554,-87.668979,9-12,1383,15,Public,Public School,,"Chicago Public Schools, IL",cb68fc4c-d4f8-4d73-acf0-62012c62780c,lake-view-high-school-chicago-il,Chicago Public Schools,Chicago Public Schools,Chicago Public Schools,"Chicago, IL",Chicago,IL,"Chicago, IL",chicago-public-schools-il,329,3.674772036474164
traditional,,2.66,,,370399001595,344250,Rockingham County High School,Rockingham County High School,Rockingham County High School,"Reidsville, NC",Reidsville,NC,36.387268,-79.74265,9-12,1043,20,Public,Public School,,"Rockingham County Schools, NC",cb3d38e7-6515-413b-84ae-446115ebabb0,rockingham-county-high-school-reidsville-nc,Rockingham County Schools,Rockingham County Schools,Rockingham County Schools,"Eden, NC",Eden,NC,"Eden, NC",rockingham-county-schools-nc,166,3.36144578313253
traditional,,2.66,,,330000300500,300605,John Stark Regional High School,John Stark Regional High School,John Stark Regional High School,"Weare, NH",Weare,NH,43.127781,-71.760988,9-12,643,10,Public,Public School,Public School,"Weare, NH",2529c9ea-d572-4aba-9947-a5d1c49f66ba,john-stark-regional-high-school-weare-nh,,,,,,,,,215,3.4465116279069767
traditional,,2.66,,,051311001068,042403,Arkansas High School,Arkansas High School,Arkansas High,"Texarkana, AR",Texarkana,AR,33.4366,-94.029,9-12,1008,10,Public,Public School,,"Texarkana School District, AR",f7292eca-7bfb-41db-aa00-71fa9fa369b5,arkansas-high-school-texarkana-ar,Texarkana School District,Texarkana School District,Texarkana School District,"Texarkana, AR",Texarkana,AR,"Texarkana, AR",texarkana-school-district-ar,129,3.488372093023256
traditional,,2.66,,,450105000129,412135,Williston-Elko High School,Williston-Elko High School,Williston-Elko High School,"Williston, SC",Williston,SC,33.397782,-81.413485,9-12,245,13,Public,Public School,,"Williston School District, SC",d50125fd-848f-484d-9ee7-7044aeb90d97,williston-elko-high-school-williston-sc,Williston School District,Williston School District,Williston School District,"Williston, SC",Williston,SC,"Williston, SC",williston-school-district-sc,66,3.757575757575758
traditional,,2.66,,,483486003921,445505,PSJA Early College High School,PSJA Early College High School,PSJA Early College High School,"San Juan, TX",San Juan,TX,26.178051,-98.16738,9-12,2239,15,Public,Public School,,"Pharr-San Juan-Alamo Independent School District, TX",17199e18-412d-43b3-9ec8-0d1304069644,psja-early-college-high-school-san-juan-tx,Pharr-San Juan-Alamo Independent School District,PSJAISD,Pharr-San Juan-Alamo Independent School District,"Pharr, TX",Pharr,TX,"Pharr, TX",pharr-san-juan-alamo-independent-school-district-tx,188,4.042553191489362
traditional,,2.66,,,270010801263,242010,Pipestone Senior High School,Pipestone Senior High School,Pipestone Senior High School,"Pipestone, MN",Pipestone,MN,43.994303,-96.331565,9-12,340,15,Public,Public School,,"Pipestone Area School District, MN",26aefa53-92b2-4dff-8ee6-14cc52ab2d74,pipestone-senior-high-school-pipestone-mn,Pipestone Area School District,Pipestone Area School District,Pipestone Area School District,"Pipestone, MN",Pipestone,MN,"Pipestone, MN",pipestone-area-school-district-mn,42,3.5238095238095237
traditional,,2.66,,,130438001542,110303,Westside High School,Westside High School,Westside High School,"Augusta, GA",Augusta,GA,33.513255,-82.050719,9-12,853,17,Public,Public School,,"Richmond County Schools, GA",e94637b5-89df-432a-a39d-fbb2ee8ce78a,westside-high-school-augusta-ga,Richmond County Schools,Richmond County Schools,Richmond County Schools,"Augusta, GA",Augusta,GA,"Augusta, GA",richmond-county-schools-ga,110,3.6454545454545455
traditional,,2.66,,,560522000286,510360,Riverton High School,Riverton High School,Riverton High School,"Riverton, WY",Riverton,WY,43.033583,-108.417468,9-12,676,15,Public,Public School,,"Fremont County School District No. 25, WY",a09064ca-aa7d-4d5a-b4af-eeeef1a5d87f,riverton-high-school-riverton-wy,Fremont County School District No. 25,Fremont County School District No. 25,Fremont County School District No. 25,"Riverton, WY",Riverton,WY,"Riverton, WY",fremont-county-school-district-no-25-wy,64,3.921875
traditional,,2.66,,,192046001210,163165,New London Junior/Senior High School,New London Junior/Senior High School,New London Junior/Senior High School,"New London, IA",New London,IA,40.924911,-91.401834,6-12,270,13,Public,Public School,,"New London Community School District, IA",c40a24f2-fceb-494f-bd7f-a821728f0f8a,new-london-junior-senior-high-school-new-london-ia,New London Community School District,New London Community School District,New London Community School District,"New London, IA",New London,IA,"New London, IA",new-london-community-school-district-ia,7,4.571428571428571
traditional,,2.66,,,510360001582,470595,Southampton High School,Southampton High School,Southampton High School,"Courtland, VA",Courtland,VA,36.701888,-77.106394,9-12,833,18,Public,Public School,,"Southampton County Public Schools, VA",c75075a2-d3e6-4a81-ae17-6b57761c5691,southampton-high-school-courtland-va,Southampton County Public Schools,Southampton County Public Schools,Southampton County Public Schools,"Courtland, VA",Courtland,VA,"Courtland, VA",southampton-county-public-schools-va,144,3.4027777777777777
traditional,,2.66,,,062466003699,050172,Atwater High School,Atwater High School,Atwater High School,"Atwater, CA",Atwater,CA,37.364081,-120.616963,9-12,1860,22,Public,Public School,,"Merced Union High School District, CA",b57c04d9-fb20-4970-9442-3e3ede9c3dcf,atwater-high-school-atwater-ca,Merced Union High School District,Merced Union High School District,Merced Union High School District,"Atwater, CA",Atwater,CA,"Atwater, CA",merced-union-high-school-district-ca,457,3.914660831509847
traditional,,2.66,,,040685000576,030350,Ray Junior-Senior High School,Ray Junior-Senior High School,Ray Junior-Senior High School,"Kearny, AZ",Kearny,AZ,33.065157,-110.914085,7-12,194,22,Public,Public School,Public School,"Kearny, AZ",29015c65-77d9-4409-81d2-a886db6d77b7,ray-junior-senior-high-school-kearny-az,,,,,,,,,29,3.5517241379310347
traditional,,2.66,,,484110004696,443451,Spring Woods High School,Spring Woods High School,Spring Woods High School,"Houston, TX",Houston,TX,29.808757,-95.545256,9-12,2150,16,Public,Public School,,"Spring Branch Independent School District, TX",573ebc20-d2c1-4f5d-98af-b81f404ea3d5,spring-woods-high-school-houston-tx,Spring Branch Independent School District,SBISD,Spring Branch Independent School District,"Houston, TX",Houston,TX,"Houston, TX",spring-branch-independent-school-district-tx,318,3.7327044025157234
