source,category,overall_niche_grade,rank_within_category,total_ranked,ncessch,ceeb,name,abbrev,short_name,location,city,state_code,latitude,longitude,grade_level,num_students,student_teacher_ratio,character,genus,tagline_category,tagline_location,guid,url,district_name,district_abbrev,district_short_name,district_location,district_city,district_state_code,district_tagline_location,district_url,niche_review_count,niche_review_average
traditional,,2,,,080000100215,060250,Cheyenne Wells High School,Cheyenne Wells High School,Cheyenne Wells High School,"Cheyenne Wells, CO",Cheyenne Wells,CO,38.82296,-102.353304,7-12,62,9,Public,Public School,,"Cheyenne County School District, CO",15b05863-a375-4cae-9d1c-33e24b8dc223,cheyenne-wells-high-school-cheyenne-wells-co,Cheyenne County School District,Cheyenne County School District,Cheyenne County School District,"Cheyenne Wells, CO",Cheyenne Wells,CO,"Cheyenne Wells, CO",cheyenne-county-school-district-co,10,4.5
traditional,,2,,,292817001734,263215,Sheldon High School,Sheldon High School,Sheldon High School,"Sheldon, MO",Sheldon,MO,37.661764,-94.295228,7-12,87,8,Public,Public School,,"Sheldon R-VIII School District, MO",067cd995-4ecb-4150-bdae-8c144de82841,sheldon-high-school-sheldon-mo,Sheldon R-VIII School District,Sheldon R-VIII School District,Sheldon R-VIII School District,"Sheldon, MO",Sheldon,MO,"Sheldon, MO",sheldon-r-viii-school-district-mo,9,2.888888888888889
traditional,,2,,,470258000927,,West-Bemis Middle School,West Middle School,West Middle School,"Jackson, TN",Jackson,TN,35.580346,-88.829248,2-12,525,18,Public,Public School,,"Madison County School District, TN",f1609114-d403-49fe-9590-972895722445,west-bemis-middle-school-jackson-tn,Madison County School District,Madison County School District,Madison County School District,"Jackson, TN",Jackson,TN,"Jackson, TN",madison-county-school-district-tn,2,2.5
traditional,,2,,,360009001767,330547,High School of World Cultures,High School of World Cultures,High School of World Cultures,"Bronx, NY",Bronx,NY,40.831264,-73.878845,9-12,454,12,Public,Public School,,"New York City Geographic District No. 12, NY",eec38133-c623-430c-aed1-d1b889bad25f,high-school-of-world-cultures-bronx-ny,New York City Geographic District No. 12,New York City Geographic District No. 12,New York City Geographic District No. 12,"Bronx, NY",Bronx,NY,"Bronx, NY",new-york-city-geographic-district-no-12-ny,36,3.694444444444444
traditional,,2,,,063384005247,052717,Hiram W. Johnson High School,Hiram W. Johnson High School,Hiram W. Johnson High School,"Sacramento, CA",Sacramento,CA,38.539678,-121.424321,9-12,1568,20,Public,Public School,,"Sacramento City Unified School District, CA",7c822a27-b77c-4b67-ba56-a4d724f316ba,hiram-w-johnson-high-school-sacramento-ca,Sacramento City Unified School District,SCUSD,Sacramento City Unified School District,"Sacramento, CA",Sacramento,CA,"Sacramento, CA",sacramento-city-unified-school-district-ca,337,3.370919881305638
traditional,,2,,,481623001289,441822,Thomas Jefferson High School,Thomas Jefferson High School,Thomas Jefferson High School,"Dallas, TX",Dallas,TX,32.880299,-96.846327,9-12,1723,16,Public,Public School,,"Dallas Independent School District, TX",541b6b29-8690-47b3-9a96-e7e4c358456c,thomas-jefferson-high-school-dallas-tx,Dallas Independent School District,DISD,Dallas Independent School District,"Dallas, TX",Dallas,TX,"Dallas, TX",dallas-independent-school-district-tx,158,3.4936708860759493
traditional,,2,,,231158000493,200665,Penquis Valley High School,Penquis Valley High School,Penquis Valley High School,"Milo, ME",Milo,ME,45.2521,-68.9967,5-12,384,11,Public,Public School,,"Regional School Unit No. 41 (MSAD 41), ME",bc9adb0d-be35-4f78-bb5d-7f1ad6b99fa7,penquis-valley-high-school-milo-me,Regional School Unit No. 41 (MSAD 41),Regional School Unit No. 41 (MSAD 41),Regional School Unit No. 41 (MSAD 41),"Lagrange, ME",Lagrange,ME,"Lagrange, ME",regional-school-unit-no-41-msad-41-me,37,3.3513513513513513
traditional,,2,,,370120000505,343947,Wallace-Rose Hill High School,Wallace-Rose Hill High School,Wallace-Rose Hill High School,"Teachey, NC",Teachey,NC,34.770661,-77.998224,9-12,626,18,Public,Public School,,"Duplin County Schools, NC",2e82ce02-e0c7-4f25-83b4-dc14a5c8fdac,wallace-rose-hill-high-school-teachey-nc,Duplin County Schools,Duplin County Schools,Duplin County Schools,"Kenansville, NC",Kenansville,NC,"Kenansville, NC",duplin-county-schools-nc,53,3.339622641509434
traditional,,2,,,063021004713,052442,Perris Lake High School,Perris Lake High School,Perris Lake High School,"Perris, CA",Perris,CA,33.772027,-117.261099,9-12,213,21,"Public, Alternative",Public School,,"Perris Union High School District, CA",4116d877-2b5e-4780-a10b-a950ecdedefc,perris-lake-high-school-perris-ca,Perris Union High School District,Perris Union High School District,Perris Union High School District,"Perris, CA",Perris,CA,"Perris, CA",perris-union-high-school-district-ca,2,5
traditional,,2,,,210299000691,181534,Doss High School,Doss High School,Doss High School,"Louisville, KY",Louisville,KY,38.140332,-85.760838,9-12,1022,15,Public,Public School,,"Jefferson County Public Schools, KY",649ddf6a-e7c0-4c02-b5d3-b40a67a8d420,doss-high-school-louisville-ky,Jefferson County Public Schools,Jefferson County Public Schools,Jefferson County Public Schools,"Louisville, KY",Louisville,KY,"Louisville, KY",jefferson-county-public-schools-ky,77,3.5974025974025974
traditional,,2,,,360008705674,330762,West Bronx Academy for the Future,West Bronx Academy for the Future,West Bronx Academy for the Future,"Bronx, NY",Bronx,NY,40.859812,-73.888047,6-12,613,13,Public,Public School,,"New York City Geographic District No. 10, NY",c2fde90e-b9a5-4ac2-bc58-7acfae0677a6,west-bronx-academy-for-the-future-bronx-ny,New York City Geographic District No. 10,New York City Geographic District No. 10,New York City Geographic District No. 10,"Bronx, NY",Bronx,NY,"Bronx, NY",new-york-city-geographic-district-no-10-ny,33,3.0606060606060606
traditional,,2,,,200775000696,172095,Jayhawk-Linn High School,Jayhawk-Linn High School,Jayhawk-Linn High School,"Mound City, KS",Mound City,KS,38.112916,-94.857819,7-12,251,11,Public,Public School,,"Jayhawk Unified School District, KS",196bbb02-5fcb-49df-beb8-8b013fab0dfe,jayhawk-linn-high-school-mound-city-ks,Jayhawk Unified School District,Jayhawk Unified School District,Jayhawk Unified School District,"Mound City, KS",Mound City,KS,"Mound City, KS",jayhawk-unified-school-district-ks,60,3.283333333333333
traditional,,2,,,450321000876,411510,North Middle/High School,North Middle/High School,North Middle/High School,"North, SC",North,SC,33.618184,-81.105944,6-12,257,12,Public,Public School,,"Orangeburg Consolidated School District No. 5, SC",6fe78215-ec64-45c8-8ce4-c3b5bf201c5a,north-middle-high-school-north-sc,Orangeburg Consolidated School District No. 5,Orangeburg Consolidated School District No. 5,Orangeburg Consolidated School District No. 5,"Orangeburg, SC",Orangeburg,SC,"Orangeburg, SC",orangeburg-consolidated-school-district-no-5-sc,29,3.103448275862069
traditional,,2,,,401497000703,371805,Hominy High School,Hominy High School,Hominy High School,"Hominy, OK",Hominy,OK,36.414448,-96.391373,9-12,155,12,Public,Public School,,"Hominy Public Schools, OK",cea6433f-042d-41af-89a0-4d0d0487ae09,hominy-high-school-hominy-ok,Hominy Public Schools,Hominy Public Schools,Hominy Public Schools,"Hominy, OK",Hominy,OK,"Hominy, OK",hominy-public-schools-ok,62,3.1451612903225805
traditional,,2,,,410852000863,380100,Riverside Junior/Senior High School,Riverside Junior/Senior High School,Riverside Junior/Senior High School,"Boardman, OR",Boardman,OR,45.83961,-119.706914,7-12,413,18,Public,Public School,,"Morrow School District, OR",1a8b980d-2ecd-408e-bd6e-07ce6b1af38e,riverside-junior-senior-high-school-boardman-or,Morrow School District,Morrow School District,Morrow School District,"Irrigon, OR",Irrigon,OR,"Irrigon, OR",morrow-school-district-or,84,3.4404761904761907
traditional,,2,,,020051000720,020283,Burchell High School,Burchell High School,Burchell High School,"Wasilla, AK",Wasilla,AK,61.579494,-149.495037,9-12,209,14,"Public, Alternative",Public School,,"Matanuska-Susitna Borough School District, AK",3a761e31-6212-4c94-a00c-9527ff200415,burchell-high-school-wasilla-ak,Matanuska-Susitna Borough School District,Matanuska-Susitna Borough School District,Matanuska-Susitna Borough School District,"Palmer, AK",Palmer,AK,"Palmer, AK",matanuska-susitna-borough-school-district-ak,9,4.333333333333333
traditional,,2,,,064254006964,053770,Williams Junior Senior High School,Williams Junior Senior High School,Williams Junior Senior High School,"Williams, CA",Williams,CA,39.154967,-122.156252,7-12,581,21,Public,Public School,,"Williams Unified School District, CA",63ab694b-37b8-4018-8af4-1ac72bb0a554,williams-junior-senior-high-school-williams-ca,Williams Unified School District,Williams Unified School District,Williams Unified School District,"Williams, CA",Williams,CA,"Williams, CA",williams-unified-school-district-ca,59,3.305084745762712
traditional,,2,,,240057001213,210860,Washington Academy & High School,Washington Academy & High School,Washington Academy & High School,"Princess Anne, MD",Princess Anne,MD,38.179736,-75.685635,8-12,576,14,Public,Public School,,"Somerset County Public Schools, MD",9d3bae28-0ef6-4260-8736-d522d2017ce7,washington-academy--and--high-school-princess-anne-md,Somerset County Public Schools,Somerset County Public Schools,Somerset County Public Schools,"Westover, MD",Westover,MD,"Westover, MD",somerset-county-public-schools-md,64,2.984375
traditional,,2,,,261469005162,231825,Gwinn Middle/High School,Gwinn High School,Gwinn High School,"Gwinn, MI",Gwinn,MI,45.789752,-88.062756,6-12,524,18,Public,Public School,,"Gwinn Area Community Schools, MI",4a71b4a9-8891-47ee-bb8b-cdbf25a14466,gwinn-middle-high-school-gwinn-mi,Gwinn Area Community Schools,Gwinn Area Community Schools,Gwinn Area Community Schools,"Gwinn, MI",Gwinn,MI,"Gwinn, MI",gwinn-area-community-schools-mi,74,3.5
traditional,,2,,,120039000608,101089,Miami Sunset Senior High School,Miami Sunset Senior High School,Miami Sunset Senior High School,"Miami, FL",Miami,FL,25.700297,-80.405517,9-12,1292,22,Public,Public School,,"Miami-Dade County Public Schools, FL",8e8cb2a2-d624-49cc-a9bd-6db7cf4aaac0,miami-sunset-senior-high-school-miami-fl,Miami-Dade County Public Schools,Miami-Dade County Public Schools,Miami-Dade County Public Schools,"Miami, FL",Miami,FL,"Miami, FL",miami-dade-county-public-schools-fl,342,3.0497076023391814
traditional,,2,,,130117002831,110118,Classic City High School,Classic City High School,Classic City High School,"Athens, GA",Athens,GA,33.951727,-83.397068,9-12,76,8,Public,Public School,,"Clarke County Schools, GA",ae5cb9ca-c297-455f-88ee-ba511dfbeb13,classic-city-high-school-athens-ga,Clarke County Schools,Clarke County Schools,Clarke County Schools,"Athens, GA",Athens,GA,"Athens, GA",clarke-county-schools-ga,3,4.666666666666667
traditional,,2,,,271304000155,240975,Granada-Huntley East Chain Secondary School,Granada-Huntley East Chain Secondary School,Granada-Huntley East Chain Secondary School,"Granada, MN",Granada,MN,43.697643,-94.346534,9-12,84,10,Public,Public School,,"Granada Huntley-East Chain (GHEC) Public Schools, MN",9a28fe35-fc05-43d1-9354-5798d27bfd7e,granada-huntley-east-chain-secondary-school-granada-mn,Granada Huntley-East Chain (GHEC) Public Schools,Granada Huntley-East Chain (GHEC) Public Schools,Granada Huntley-East Chain (GHEC) Public Schools,"Granada, MN",Granada,MN,"Granada, MN",granada-huntley-east-chain-ghec-public-schools-mn,15,3
traditional,,2,,,120048000714,100796,William M. Raines High School,William M. Raines High School,William M. Raines High School,"Jacksonville, FL",Jacksonville,FL,30.381894,-81.707563,9-12,1329,23,Public,Public School,,"Duval County Public Schools, FL",0117e7ca-84bc-40b7-a2d0-51fdaf5d1101,william-m-raines-high-school-jacksonville-fl,Duval County Public Schools,Duval County Public Schools,Duval County Public Schools,"Jacksonville, FL",Jacksonville,FL,"Jacksonville, FL",duval-county-public-schools-fl,183,3.797814207650273
traditional,,2,,,363129004190,335930,Whitehall Junior/Senior High School,Whitehall Junior/Senior High School,Whitehall Junior/Senior High School,"Whitehall, NY",Whitehall,NY,43.549277,-73.380361,6-12,367,9,Public,Public School,,"Whitehall Central School District, NY",a746254c-e016-4caa-9514-1fd7b1f7a026,whitehall-junior-senior-high-school-whitehall-ny,Whitehall Central School District,Whitehall Central School District,Whitehall Central School District,"Whitehall, NY",Whitehall,NY,"Whitehall, NY",whitehall-central-school-district-ny,39,3.230769230769231
traditional,,2,,,060582000525,,Desert Valley High School,Desert Valley High School,Desert Valley High School,"Brawley, CA",Brawley,CA,32.984968,-115.546104,9-12,161,19,"Public, Alternative",Public School,,"Brawley Union High School District, CA",ec47d8ae-6eee-4ae2-89b1-6cd50c757910,desert-valley-high-school-brawley-ca,Brawley Union High School District,Brawley Union High School District,Brawley Union High School District,"Brawley, CA",Brawley,CA,"Brawley, CA",brawley-union-high-school-district-ca,1,5
traditional,,2,,,530630002869,480322,Oasis K-12,Oasis K-12,Oasis K-12,"Eastsound, WA",Eastsound,WA,48.698417,-122.903897,K-12,376,31,"Public, Alternative",Public School,,"Orcas Island School District, WA",d333301f-345b-44f1-aa6a-2f1b520bea03,oasis-k-12-eastsound-wa,Orcas Island School District,Orcas Island School District,Orcas Island School District,"Eastsound, WA",Eastsound,WA,"Eastsound, WA",orcas-island-school-district-wa,5,4.6
traditional,,2,,,390438400823,361820,David H. Ponitz Career Technology Center,David H. Ponitz Career Technology Center,David H. Ponitz Career Technology Center,"Dayton, OH",Dayton,OH,39.749589,-84.203529,9-12,774,14,Public,Public School,,"Dayton City School District, OH",aa93cc5a-e5b8-4ef7-a288-44d667d8295c,david-h-ponitz-career-technology-center-dayton-oh,Dayton City School District,Dayton City School District,Dayton City School District,"Dayton, OH",Dayton,OH,"Dayton, OH",dayton-city-school-district-oh,128,3.65625
traditional,,2,,,160336000271,130660,Wendell High School,Wendell High School,Wendell High School,"Wendell, ID",Wendell,ID,42.775479,-114.69397,9-12,280,15,Public,Public School,,"Wendell School District, ID",b5e5b882-9d46-417a-aca9-6deb7dedae55,wendell-high-school-wendell-id,Wendell School District,Wendell School District,Wendell School District,"Wendell, ID",Wendell,ID,"Wendell, ID",wendell-school-district-id,79,3.1012658227848102
traditional,,2,,,320006000018,290096,Chaparral High School,Chaparral High School,Chaparral High School,"Las Vegas, NV",Las Vegas,NV,36.12163,-115.088387,9-12,2384,26,Public,Public School,,"Clark County School District, NV",cc208fe8-b600-4a81-9511-5b3338d15358,chaparral-high-school-las-vegas-nv,Clark County School District,CCSD,Clark County School District,"Las Vegas, NV",Las Vegas,NV,"Las Vegas, NV",clark-county-school-district-nv,296,3.554054054054054
traditional,,2,,,130570001073,110985,Phoenix High School,Phoenix High School,Phoenix High School,"Dalton, GA",Dalton,GA,34.785563,-84.920367,9-12,126,14,Public,Public School,,"Whitfield County Schools, GA",38fc940f-49d6-4085-b289-24ba20aa7998,phoenix-high-school-dalton-ga,Whitfield County Schools,Whitfield County Schools,Whitfield County Schools,"Dalton, GA",Dalton,GA,"Dalton, GA",whitfield-county-schools-ga,2,5
traditional,,2,,,230771000209,200605,Machias Memorial High School,Machias Memorial High School,Machias Memorial High School,"Machias, ME",Machias,ME,44.7141,-67.4691,9-12,119,10,Public,Public School,,"Machias Public Schools, ME",010c1460-c6bf-4fda-83b4-0349f024d498,machias-memorial-high-school-machias-me,Machias Public Schools,Machias School Department,Machias School Department,"Machias, ME",Machias,ME,"Machias, ME",machias-public-schools-me,7,3.857142857142857
traditional,,2,,,390479603059,365580,Symmes Valley High School,Symmes Valley High School,Symmes Valley High School,"Willow Wood, OH",Willow Wood,OH,38.607641,-82.485641,9-12,224,12,Public,Public School,,"Symmes Valley Local School District, OH",a113ea1e-9d41-45b6-b39a-f2f3baca04ad,symmes-valley-high-school-willow-wood-oh,Symmes Valley Local School District,Symmes Valley Local School District,Symmes Valley Local School District,"Willow Wood, OH",Willow Wood,OH,"Willow Wood, OH",symmes-valley-local-school-district-oh,24,3.9166666666666665
traditional,,2,,,293090002136,260405,West Nodaway High School,West Nodaway High School,West Nodaway High School,"Burlington Jct, MO",Burlington Jct,MO,40.441641,-95.050404,6-12,112,8,Public,Public School,,"West Nodaway County R-I School District, MO",63c19ff4-1ead-4fdd-8bc5-da86b0178e6e,west-nodaway-high-school-burlington-jct-mo,West Nodaway County R-I School District,West Nodaway County R-I School District,West Nodaway County R-I School District,"Burlington Jct, MO",Burlington Jct,MO,"Burlington Jct, MO",west-nodaway-county-r-i-school-district-mo,7,3
traditional,,2,,,062160002572,054323,La Paloma High School,La Paloma High School,La Paloma High School,"Brentwood, CA",Brentwood,CA,37.955857,-121.985633,9-12,169,15,"Public, Alternative",Public School,,"Liberty Union High School District (Brentwood), CA",001c1a6e-4dad-4d8a-819f-8ce0f3f5c106,la-paloma-high-school-brentwood-ca,Liberty Union High School District (Brentwood),Liberty Union High School District (Brentwood),Liberty Union High School District (Brentwood),"Brentwood, CA",Brentwood,CA,"Brentwood, CA",liberty-union-high-school-district-brentwood-ca,0,0
traditional,,2,,,360009605967,331012,Victory Collegiate High School,Victory Collegiate High School,Victory Collegiate High School,"Brooklyn, NY",Brooklyn,NY,40.633312,-73.916881,9-12,346,12,Public,Public School,,"New York City Geographic District No. 18, NY",8785d12b-4ad3-455d-95dc-e6bd1c94a85f,victory-collegiate-high-school-brooklyn-ny,New York City Geographic District No. 18,New York City Geographic District No. 18,New York City Geographic District No. 18,"Brooklyn, NY",Brooklyn,NY,"Brooklyn, NY",new-york-city-geographic-district-no-18-ny,91,3.6923076923076925
traditional,,2,,,320006000567,290194,Canyon Springs High School,Canyon Springs High School,Canyon Springs High School,"North Las Vegas, NV",North Las Vegas,NV,36.231963,-115.148183,9-12,2721,26,Public,Public School,,"Clark County School District, NV",d1e96058-7dfc-49dd-8c04-95066c8153a5,canyon-springs-high-school-north-las-vegas-nv,Clark County School District,CCSD,Clark County School District,"Las Vegas, NV",Las Vegas,NV,"Las Vegas, NV",clark-county-school-district-nv,458,3.478165938864629
traditional,,2,,,063315005148,052667,Abraham Lincoln Continuation,Abraham Lincoln Continuation,Abraham Lincoln Continuation,"Riverside, CA",Riverside,CA,33.971168,-117.365864,9-12,197,16,"Public, Alternative",Public School,,"Riverside Unified School District, CA",eaadfb9b-1be5-46af-a536-a87873f1537a,abraham-lincoln-continuation-riverside-ca,Riverside Unified School District,RUSD,Riverside Unified School District,"Riverside, CA",Riverside,CA,"Riverside, CA",riverside-unified-school-district-ca,3,4.666666666666667
traditional,,2,,,220024000103,190290,Bogalusa High School,Bogalusa High School,Bogalusa High School,"Bogalusa, LA",Bogalusa,LA,30.779574,-89.865949,7-12,669,18,Public,Public School,,"Bogalusa City Public Schools, LA",b5e76c74-4e7c-4500-a522-32c9af5f0f85,bogalusa-high-school-bogalusa-la,Bogalusa City Public Schools,Bogalusa City Public Schools,Bogalusa City Public Schools,"Bogalusa, LA",Bogalusa,LA,"Bogalusa, LA",bogalusa-city-public-schools-la,76,3.1447368421052633
traditional,,2,,,360008405187,330559,Mott Haven Village Prep High School,Mott Haven Village Prep High School,Mott Haven Village Prep High School,"Bronx, NY",Bronx,NY,40.818,-73.9115,9-12,324,11,Public,Public School,,"New York City Geographic District No. 7, NY",795f3e67-7801-48c8-bad8-e3f5a79a526c,mott-haven-village-prep-high-school-bronx-ny,New York City Geographic District No. 7,New York City Geographic District No. 7,New York City Geographic District No. 7,"Bronx, NY",Bronx,NY,"Bronx, NY",new-york-city-geographic-district-no-7-ny,62,3.2903225806451615
traditional,,2,,,530084000165,480785,Neah Bay Junior/Senior High School,Neah Bay Junior/Senior High School,Neah Bay Junior/Senior High School,"Neah Bay, WA",Neah Bay,WA,48.363444,-124.62295,6-12,179,11,Public,Public School,,"Cape Flattery School District, WA",7640476e-5a94-4d71-a201-e0710e1b5fb5,neah-bay-junior-senior-high-school-neah-bay-wa,Cape Flattery School District,Cape Flattery School District,Cape Flattery School District,"Sekiu, WA",Sekiu,WA,"Sekiu, WA",cape-flattery-school-district-wa,20,3.45
traditional,,2,,,291368000597,261335,Hardin-Central High School,Hardin-Central High School,Hardin-Central High School,"Hardin, MO",Hardin,MO,39.272012,-93.835393,7-12,100,10,Public,Public School,,"Hardin-Central C-II School District, MO",dd21e38f-fe05-4e9b-9c45-501229e70949,hardin-central-high-school-hardin-mo,Hardin-Central C-II School District,Hardin-Central C-II School District,Hardin-Central C-II School District,"Hardin, MO",Hardin,MO,"Hardin, MO",hardin-central-c-ii-school-district-mo,1,5
